Title,Issue,MHC Grade,MHC Price,CGC Grade,Page Quality,Note,Year,Publisher,Comments
spook,23,NM,$4.00 ,,,,1953,Star,
spook,24,FN,$3.00 ,,,,1953,Star,
spooky mysteries,1,NM+,$6.00 ,,,,1947,Your Guide,
sport,1,NM,$18.00 ,,,,1940,Street & Smith,
sport,2,NM,$12.00 ,,,,1941,Street & Smith,
sport,3,NM+,$15.00 ,,,,1941,Street & Smith,
sport,4,NM+,$10.00 ,,,,1941,Street & Smith,
sport stars,1,NM,$10.00 ,,,,1946,Parents' Magazine,
sport stars,2,NM+,$8.00 ,,,,1946,Parents' Magazine,
sport stars,4,FN,$6.00 ,,,,1946,Parents' Magazine,
sport thrills,11,FN,$3.00 ,,,,1950,Star,
spotlight comics,2,NM+,$25.00 ,,,,1945,Harry A. Chesler,
spotlight comics,3,NM+,$25.00 ,,,,1945,Harry A. Chesler,
spunky,1,NM+,$7.00 ,,,,1949,Standard,
spunky,2,NM,$6.00 ,,,,1949,Standard,
spunky,3,NM,$4.00 ,,,,1949,Standard,
spy & counterspy,1,NM+,$6.00 ,,,,1949,ACG,
spy & counterspy,2,NM+,$5.00 ,,,,1949,ACG,
spy cases (vol. 2),4,VG,$2.00 ,,,,1951,Timely,
spy cases (vol. 2),6,G,$2.00 ,,,,1951,Timely,
spy cases (vol. 2),7,NM,$4.00 ,,,,1951,Timely,
spy cases (vol. 2),9,NM,$4.00 ,,,,1952,Timely,
spy cases (vol. 2),11,FN,$3.00 ,,,,1952,Timely,
spy cases (vol. 1),26,NM,$4.00 ,,,,1950,Timely,
spy fighters,2,VG,$2.00 ,,,,1951,Timely,
spy fighters,3,FN,$3.00 ,,,,1951,Timely,
spy fighters,4,G,$2.00 ,,,,1951,Timely,
spy fighters,7,NM,$4.00 ,,,,1952,Timely,
spy fighters,8,FN,$3.00 ,,,,1952,Timely,
spy fighters,15,FN,$3.00 ,,,,1953,Timely,
spy hunters,3,NM+,$5.00 ,,,,1949,ACG,
spy hunters,4,NM+,$5.00 ,,,,1950,ACG,
spy hunters,5,NM+,$5.00 ,,,,1950,ACG,
spy hunters,6,NM+,$5.00 ,,,,1950,ACG,
spy hunters,7,NM+,$5.00 ,,,,1950,ACG,
spy hunters,8,FN,$5.00 ,,,,1950,ACG,
spy hunters,9,NM,$4.00 ,,,,1950,ACG,
spy hunters,10,NM,$4.00 ,,,,1951,ACG,
spy hunters,11,VG,$2.00 ,,,,1951,ACG,
spy hunters,12,FN,$3.00 ,,,,1951,ACG,
spy hunters,14,NM+,$5.00 ,,,,1951,ACG,
spy hunters,15,NM,$4.00 ,,,,1951,ACG,
spy hunters,16,NM+,$8.00 ,,,,1952,ACG,
spy hunters,17,NM,$4.00 ,,,,1952,ACG,
spy hunters,18,VG,$2.00 ,,,,1952,ACG,
spy hunters,20,FN,$3.00 ,,,,1952,ACG,
spy smasher,8,NM+,$90.00 ,,,,1942,Fawcett,
spy smasher,9,NM,$70.00 ,,,,1942,Fawcett,
spy smasher,10,NM+,$90.00 ,,,,1943,Fawcett,
spy smasher,11,NM+,$90.00 ,,,,1943,Fawcett,
star comics,7,NM,$30.00 ,,,,1937,Ultem,
star comics,8,VG,$16.00 ,,,,1937,Ultem,
star comics,9,G,$10.00 ,,,,1938,Ultem,
star comics,13,FN,$17.00 ,,,,1938,Centaur,
star comics (oversize),1,VG,$35.00 ,,,,1937,Harry A. Chesler,
star comics (oversize),2,FN,$30.00 ,,,,1937,Harry A. Chesler,
star comics (oversize),3,NM,$30.00 ,,,,1937,Harry A. Chesler,
star comics (oversize),4,NM,$30.00 ,,,,1937,Harry A. Chesler,
star comics (oversize),5,NM,$40.00 ,,,,1937,Harry A. Chesler,
star comics (oversize),6,VG,$16.00 ,,,,1937,Harry A. Chesler,
star comics (vol. 2),1,NM,$17.00 ,8.5,W , ,1939,Centaur,
star comics (vol. 2),2,NM,$17.00 ,,,,1939,Centaur,
star comics (vol. 2),3,NM,$17.00 ,,,,1939,Centaur,
star comics (vol. 2),4,FN,$14.00 ,,,,1939,Centaur,
star presentation,3,VG,$12.00 ,,,,1950,Fox,
star ranger,1,NM,$75.00 ,,,,1937,Centaur,
star ranger,2,NM,$30.00 ,,,,1937,Centaur,
star ranger,3,NM+,$40.00 ,,,,1937,Centaur,
star ranger,4,NM+,$40.00 ,,,,1937,Centaur,
star ranger,5,FN,$18.00 ,,,,1937,Centaur,
star ranger,6,NM,$30.00 ,,,,1937,Centaur,
star ranger,7,FN,$18.00 ,,,,1937,Centaur,
star ranger,8,NM,$30.00 ,,,,1937,Centaur,
star ranger,9,NM+,$35.00 ,,,,1938,Centaur,
star ranger,10,NM,$27.00 ,,,,1938,Centaur,
star ranger,11,NM,$27.00 ,,,,1938,Centaur,
star ranger,12,NM+,$35.00 ,,,,1938,Centaur,
star ranger,15,NM+,$35.00 ,,,,1938,Centaur,
star ranger (vol. 2),5,FN,$16.00 ,,,,1939,Centaur,
star spangled comics ,1,NM+,$450.00 ,,,,1941,National,
star spangled comics ,1,NM,$240.00 ,,,,1941,National,
star spangled comics ,2,NM+,$180.00 ,,,,1942,National,
star spangled comics ,4,NM,$150.00 ,,,,1942,National,
star spangled comics ,7,NM+,$180.00 ,,,,1942,National,
star spangled comics ,8,NM,$150.00 ,,,,1942,National,
star spangled comics ,9,NM,$120.00 ,,,,1942,National,
star spangled comics ,10,NM,$80.00 ,,,,1942,National,
star spangled comics ,11,NM,$80.00 ,,,,1942,National,
star spangled comics ,13,NM+,$100.00 ,,,,1942,National,
star spangled comics ,14,NM,$80.00 ,,,,1942,National,
star spangled comics ,15,NM,$80.00 ,,,,1942,National,
star spangled comics ,16,NM+,$100.00 ,,,,1943,National,
star spangled comics ,17,NM+,$100.00 ,,,,1943,National,
star spangled comics ,17,NM+,$45.00 ,,,,1943,National,
star spangled comics ,19,NM,$35.00 ,,,,1943,National,
star spangled comics ,19,NM,$35.00 ,,,,1943,National,
star spangled comics ,20,NM+,$45.00 ,,,,1943,National,
star spangled comics ,23,FN,$20.00 ,,,,1943,National,
star spangled comics ,23,NM,$35.00 ,,,,1943,National,
star spangled comics ,24,NM+,$45.00 ,,,,1943,National,
star spangled comics ,25,NM+,$45.00 ,,,,1943,National,
star spangled comics ,25,NM,$35.00 ,,,,1943,National,
star spangled comics ,26,NM,$35.00 ,,,,1943,National,
star spangled comics ,27,NM+,$45.00 ,,,,1943,National,
star spangled comics ,27,NM+,$40.00 ,,,,1943,National,
star spangled comics ,28,NM+,$40.00 ,,,,1944,National,
star spangled comics ,29,NM+,$40.00 ,,,,1944,National,
star spangled comics ,30,NM,$30.00 ,,,,1944,National,
star spangled comics ,30,FN,$18.00 ,,,,1944,National,
star spangled comics ,31,FN,$18.00 ,,,,1944,National,
star spangled comics ,32,FN,$18.00 ,,,,1944,National,
star spangled comics ,33,NM,$30.00 ,,,,1944,National,
star spangled comics ,33,NM,$30.00 ,,,,1944,National,
star spangled comics ,34,NM,$30.00 ,,,,1944,National,
star spangled comics ,35,NM,$24.00 ,,,,1944,National,
star spangled comics ,35,NM+,$30.00 ,,,,1944,National,
star spangled comics ,36,FN,$15.00 ,,,,1944,National,
star spangled comics ,36,NM+,$30.00 ,,,,1944,National,
star spangled comics ,37,NM+,$30.00 ,,,,1944,National,
star spangled comics ,38,FN,$15.00 ,,,,1944,National,
star spangled comics ,39,NM,$24.00 ,,,,1944,National,
star spangled comics ,39,NM+,$30.00 ,,,,1944,National,
star spangled comics ,40,FN,$15.00 ,,,,1945,National,
star spangled comics ,40,FN,$15.00 ,,,,1945,National,
star spangled comics ,41,FN,$15.00 ,,,,1945,National,
star spangled comics ,42,FR,$2.00 ,,,,1945,National,
star spangled comics ,43,FN,$15.00 ,,,,1945,National,
star spangled comics ,44,NM+,$30.00 ,,,,1945,National,
star spangled comics ,45,NM+,$22.00 ,,,,1945,National,
star spangled comics ,46,NM+,$22.00 ,,,,1945,National,
star spangled comics ,47,NM,$18.00 ,,,,1945,National,
star spangled comics ,48,NM+,$40.00 ,,,,1945,National,
star spangled comics ,48,NM+,$11.00 ,,,,1945,National,
star spangled comics ,49,NM,$18.00 ,,,,1945,National,
star spangled comics ,49,NM+,$22.00 ,,,,1945,National,
star spangled comics ,50,NM,$18.00 ,,,,1945,National,
star spangled comics ,50,NM+,$22.00 ,,,,1945,National,
star spangled comics ,51,NM+,$22.00 ,,,,1945,National,
star spangled comics ,52,NM+,$22.00 ,,,,1946,National,
star spangled comics ,53,FN,$11.00 ,,,,1946,National,
star spangled comics ,54,NM+,$22.00 ,,,,1946,National,
star spangled comics ,54,NM+,$22.00 ,,,,1946,National,
star spangled comics ,55,NM,$10.00 ,,,,1946,National,
star spangled comics ,55,VG,$3.00 ,,,,1946,National,
star spangled comics ,56,G,$2.00 ,,,,1946,National,
star spangled comics ,57,VG,$3.00 ,,,,1946,National,
star spangled comics ,57,VG,$3.00 ,,,,1946,National,
star spangled comics ,58,NM,$10.00 ,,,,1946,National,
star spangled comics ,59,VG,$3.00 ,,,,1946,National,
star spangled comics ,60,NM+,$12.00 ,,,,1946,National,
star spangled comics ,61,NM,$10.00 ,,,,1946,National,
star spangled comics ,61,NM,$10.00 ,,,,1946,National,
star spangled comics ,63,FN,$7.00 ,,,,1946,National,
star spangled comics ,64,NM,$10.00 ,,,,1947,National,
star spangled comics ,65,NM+,$12.00 ,,,,1947,National,
star spangled comics ,66,NM+,$12.00 ,,,,1947,National,
star spangled comics ,67,NM+,$12.00 ,,,,1947,National,
star spangled comics ,67,NM+,$12.00 ,,,,1947,National,
star spangled comics ,68,NM+,$12.00 ,,,,1947,National,
star spangled comics ,68,NM+,$12.00 ,,,,1947,National,
star spangled comics ,69,NM+,$12.00 ,,,,1947,National,
star spangled comics ,69,VG,$3.00 ,,,,1947,National,
star spangled comics ,70,NM+,$12.00 ,,,,1947,National,
star spangled comics ,71,NM+,$12.00 ,,,,1947,National,
star spangled comics ,72,NM+,$12.00 ,,,,1947,National,
star spangled comics ,72,NM+,$12.00 ,,,,1947,National,
star spangled comics ,73,NM+,$12.00 ,,,,1947,National,
star spangled comics ,73,NM,$10.00 ,,,,1947,National,
star spangled comics ,74,VG,$3.00 ,,,,1947,National,
star spangled comics ,75,NM,$10.00 ,,,,1947,National,
star spangled comics ,76,NM,$40.00 ,,,,1948,National,
star spangled comics ,78,FN,$6.00 ,,,,1948,National,
star spangled comics ,79,VG,$3.00 ,,,,1948,National,
star spangled comics ,80,VG,$3.00 ,,,,1948,National,
star spangled comics ,80,FN,$6.00 ,,,,1948,National,
star spangled comics ,81,FN,$6.00 ,,,,1948,National,
star spangled comics ,82,VG,$3.00 ,,,,1948,National,
star spangled comics ,84,NM,$10.00 ,,,,1948,National,
star spangled comics ,87,NM,$10.00 ,,,,1948,National,
star spangled comics ,88,FN,$6.00 ,,,,1949,National,
star spangled comics ,89,VG,$3.00 ,,,,1949,National,
star spangled comics ,90,VG,$3.00 ,,,,1949,National,
star spangled comics ,91,NM,$8.00 ,,,,1949,National,
star spangled comics ,92,FN,$5.00 ,,,,1949,National,
star spangled comics ,93,FN,$5.00 ,,,,1949,National,
star spangled comics ,94,NM+,$10.00 ,,,,1949,National,
star spangled comics ,95,NM+,$10.00 ,,,,1949,National,
star spangled comics ,96,NM,$8.00 ,,,,1949,National,
star spangled comics ,97,NM+ ,,9.4,OW-W , , ,National,Smash Comics Issue again
star spangled comics ,98,NL ,,9,OW , ,1941,National,
star spangled comics ,99,NL ,,9,OW , ,1942,National,
star spangled comics ,100,NL ,,9.4,W , , ,National,
star spangled comics ,101,NL ,,9,W , ,1942,National,
star spangled comics ,102,NL ,,9.2,OW-W , ,1942,National,
star spangled comics ,103,NL ,,9.2,W , ,1942,National,
star spangled comics ,104,NL ,,9.4,W , ,1942,National,
star spangled comics ,105,NM ,,9.6,W ,Double cover 1st cover 9.2  Old grade 1st cover 7.5 2nd 8.5 ,1943,National,
star spangled comics ,106,NM ,,8,W , ,1943,National,
star spangled comics ,107,NL ,,9.4,W , , ,National,
star spangled comics ,108,NM ,,9.2,OW-W , ,1943,National,
star spangled comics ,109,NM+ ,,9.4,W , , ,National,
star spangled comics ,110,NM ,,9.4,OW-W , , ,National,
star spangled comics ,111,NM+ ,,9.4,OW-W , , ,National,
star spangled comics ,112,NM+ ,,9.6,OW-W , , ,National,
star spangled comics ,113,NM ,,9.4,OW-W , , ,National,
star spangled comics ,114,NM+ ,,9.6,OW-W , , ,National,
star spangled comics ,115,NM ,,9.2,OW-W , ,1944,National,
star spangled comics ,116,NM+ ,,9.6,W , , ,National,
star spangled comics ,117,NM ,,9.6,W , , ,National,
star spangled comics ,118,NM ,,9.4,OW-W , , ,National,
star spangled comics ,119,NM ,,9.2,OW-W , ,1945,National,
star spangled comics ,120,NM+ ,,9.6,W , ,1946,National,
star spangled comics ,121,NM+ ,,9.8,W , ,1946,National,
star spangled comics ,122,NM ,,9.6,W , ,1946,National,
star spangled comics ,123,FN ,,7.5,OW-W , ,1946,National,
star spangled comics ,124,NM+ ,,9.4,OW-W , , ,National,
star spangled comics ,125,NM ,,9.2,OW-W , ,1947,National,
star spangled comics ,126,NM+ ,,9.2,W , ,1947,National,
star spangled comics ,127,NM+ ,,9.2, , , ,National,
star spangled comics ,128,NM ,,9.2, , , ,National,
star spangled comics ,129,NM+ ,,9.6,OW-W , , ,National,
star spangled comics ,130,NL ,,9,OW , ,1948,National,
stars and stripes comics ,2,FN,$100.00 ,,,,1941,Centaur,
stars and stripes comics ,3,NM,$90.00 ,,,,1941,Centaur,
stars and stripes comics ,3,NM,$70.00 ,,,,1941,Centaur,
stars and stripes comics ,4,NM,$65.00 ,8.5,W , ,1941,Centaur,
stars and stripes comics ,5,NM ,,9,OW-W , ,1941,Centaur,
stars and stripes comics ,5,NL ,,8.5,OW-W ,#6 ,1941,Centaur,
startling comics ,1,NM+,$240.00 ,,,,1940,Standard,
startling comics ,2,NM,$90.00 ,,,,1940,Standard,
startling comics ,3,NM+,$70.00 ,,,,1940,Standard,
startling comics ,4,NM+,$60.00 ,,,,1940,Standard,
startling comics ,5,NM+,$50.00 ,,,,1941,Standard,
startling comics ,6,NM+,$50.00 ,,,,1941,Standard,
startling comics ,7,NM,$35.00 ,,,,1941,Standard,
startling comics ,8,NM+,$50.00 ,,,,1941,Standard,
startling comics ,9,NM+,$50.00 ,,,,1941,Standard,
startling comics ,10,NM+,$180.00 ,,,,1941,Standard,
startling comics ,11,NM+,$60.00 ,,,,1941,Standard,
startling comics ,12,NM+,$60.00 ,,,,1942,Standard,
startling comics ,13,NM+,$60.00 ,,,,1942,Standard,
startling comics ,14,NM+,$60.00 ,,,,1942,Standard,
startling comics ,15,NM+,$60.00 ,,,,1942,Standard,
startling comics ,16,NM+,$120.00 ,,,,1942,Standard,
startling comics ,17,NM+,$50.00 ,,,,1942,Standard,
startling comics ,18,FN,$50.00 ,,,,1942,Standard,
startling comics ,19,NM,$35.00 ,,,,1943,Standard,
startling comics ,20,NM,$20.00 ,,,,1943,Standard,
startling comics ,21,NM,$12.00 ,,,,1943,Standard,
startling comics ,22,NM,$18.00 ,,,,1943,Standard,
startling comics ,23,NM,$18.00 ,,,,1943,Standard,
startling comics ,24,NM,$18.00 ,,,,1943,Standard,
startling comics ,25,NM+,$24.00 ,,,,1943,Standard,
startling comics ,25,NM+,$24.00 ,,,,1944,Standard,
startling comics ,26,NM,$18.00 ,,,,1944,Standard,
startling comics ,27,NM,$18.00 ,,,,1944,Standard,
startling comics ,28,NM,$18.00 ,,,,1944,Standard,
startling comics ,29,NM+,$24.00 ,,,,1944,Standard,
startling comics ,30,NM+,$16.00 ,,,,1944,Standard,
startling comics ,30,NM+,$16.00 ,,,,1944,Standard,
startling comics ,31,NM+,$16.00 ,,,,1945,Standard,
startling comics ,32,NM+,$16.00 ,,,,1945,Standard,
startling comics ,32,FR,$2.00 ,,,,1945,Standard,
startling comics ,33,NM,$11.00 ,,,,1945,Standard,
startling comics ,34,NM+,$14.00 ,,,,1945,Standard,
startling comics ,34,NM+,$14.00 ,,,,1945,Standard,
startling comics ,35,NM+,$14.00 ,,,,1945,Standard,
startling comics ,35,NM+,$14.00 ,,,,1946,Standard,
startling comics ,36,NM+,$14.00 ,,,,1946,Standard,
startling comics ,37,NM+,$14.00 ,,,,1946,Standard,
startling comics ,37,NM+,$14.00 ,,,,1946,Standard,
startling comics ,38,NM,$11.00 ,,,,1946,Standard,
startling comics ,39,NM+,$12.00 ,,,,1946,Standard,
startling comics ,40,NM+,$12.00 ,,,,1946,Standard,
startling comics ,41,NM+,$12.00 ,,,,1946,Standard,
startling comics ,41,NM,$9.00 ,,,,1946,Standard,
startling comics ,42,NM,$9.00 ,,,,1946,Standard,
startling comics ,43,NM+,$12.00 ,,,,1947,Standard,
startling comics ,44,NM+,$12.00 ,,,,1947,Standard,
startling comics ,45,NM+,$12.00 ,,,,1947,Standard,
startling comics ,46,NM+ ,,9.6,OW-W , ,1947,Standard,
startling comics ,46,NM+ ,,9.6,W , ,1947,Standard,
startling comics ,47,NM+ ,,9.4,OW-W ,Slight mis-cut ,1947,Standard,
startling comics ,48,NM+ ,,9.4,OW-W , ,1947,Standard,
startling comics ,49,FR ,,6,W ,tape removed from back cover and last five pages ,1947,Standard,
startling comics ,50,NM+ ,,9.4,OW-W , ,1947,Standard,
startling comics ,51,NM+ ,,9.6,W , ,1947,Standard,
startling comics ,52,NM+  ,,9.6,OW-W , ,1947,Standard,
startling terror (1952),10,NM,$4.00 ,,,,1952,Star,
startling terror (1952),11,NM,$5.00 ,,,,1952,Star,
startling terror (1952),12,FN,$4.00 ,,,,1952,Star,
startling terror (1952),13,NM,$6.00 ,,,,1952,Star,
startling terror (1952),14,VG,$3.00 ,,,,1952,Star,
startling terror (1953),4,FN,$4.00 ,,,,1953,Star,
startling terror (1953),5,FN,$5.00 ,,,,1953,Star,
steve canyon,1,NM+,$55.00 ,,,,1948,Harvey ,
steve canyon,2,NM+,$35.00 ,,,,1948,Harvey ,
steve canyon,3,NM+,$30.00 ,,,,1948,Harvey ,
steve canyon,4,NM+,$30.00 ,,,,1948,Harvey ,
steve canyon,5,NM+,$30.00 ,,,,1948,Harvey ,
steve canyon,6,NM+,$30.00 ,,,,1948,Harvey ,
steve donovan - western marshall (fc),675,NM+,$5.00 ,,,,1956,Dell,
steve donovan - western marshall (fc),768,NM+,$5.00 ,,,,1957,Dell,
steve roper,1,NM+,$11.00 ,,,,1948,Famous Funnies,
steve roper,2,NM+,$9.00 ,,,,1948,Famous Funnies,
steve roper,3,NM+,$9.00 ,,,,1948,Famous Funnies,
steve roper,4,NM+,$9.00 ,,,,1948,Famous Funnies,
steve roper,5,NM,$7.00 ,,,,1948,Famous Funnies,
steve saunders - special agent,3,FN,$3.00 ,,,,1948,Parents' Magazine,
steve saunders - special agent,5,FN,$3.00 ,,,,1949,Parents' Magazine,
steve saunders - special agent,6,FN,$3.00 ,,,,1949,Parents' Magazine,
steve saunders - special agent,7,FN,$3.00 ,,,,1949,Parents' Magazine,
stevie,1,FN,$3.00 ,,,,1952,Magazine Publications,
stony craig,NN,NM+,$12.00 ,9.2,OW ,#nn  ,1946,Pentagon,
stories by famous authors illustrated,3,NM,$11.00 ,,,,1950,Seaboard,
straight arrow,1,NM,$22.00 ,,,,1950,Magazine Enterprises,
straight arrow,2,NM+,$15.00 ,,,,1950,Magazine Enterprises,
straight arrow,3,NM+,$40.00 ,,,,1950,Magazine Enterprises,
straight arrow,4,NM+,$9.00 ,,,,1950,Magazine Enterprises,
straight arrow,5,NM+,$9.00 ,,,,1950,Magazine Enterprises,
straight arrow,6,NM,$7.00 ,,,,1950,Magazine Enterprises,
straight arrow,7,NM+,$9.00 ,,,,1950,Magazine Enterprises,
straight arrow,8,NM+,$9.00 ,,,,1950,Magazine Enterprises,
straight arrow,9,NM+,$9.00 ,,,,1951,Magazine Enterprises,
straight arrow,10,NM,$7.00 ,,,,1951,Magazine Enterprises,
straight arrow,11,NM,$6.00 ,,,,1951,Magazine Enterprises,
straight arrow,12,NM+,$8.00 ,,,,1951,Magazine Enterprises,
straight arrow,13,NM,$6.00 ,,,,1951,Magazine Enterprises,
straight arrow,14,NM+,$8.00 ,,,,1951,Magazine Enterprises,
straight arrow,15,NM,$6.00 ,,,,1951,Magazine Enterprises,
straight arrow,16,FN,$4.00 ,,,,1951,Magazine Enterprises,
straight arrow,17,VG,$3.00 ,,,,1951,Magazine Enterprises,
straight arrow,18,FN,$4.00 ,,,,1951,Magazine Enterprises,
straight arrow,20,VG,$3.00 ,,,,1951,Magazine Enterprises,
straight arrow,22,VG,$14.00 ,,,,1952,Magazine Enterprises,
straight arrow,23,NM,$5.00 ,,,,1952,Magazine Enterprises,
straight arrow,24,VG,$4.00 ,,,,1952,Magazine Enterprises,
straight arrow,25,G,$2.00 ,,,,1952,Magazine Enterprises,
straight arrow,26,FN,$4.00 ,,,,1952,Magazine Enterprises,
straight arrow,27,FN,$4.00 ,,,,1952,Magazine Enterprises,
straight arrow,28,G,$2.00 ,,,,1952,Magazine Enterprises,
straight arrow,32,FN,$3.00 ,,,,1953,Magazine Enterprises,
strange adventures,1,NM,$90.00 ,,,,1950,National,
strange adventures,2,NM,$50.00 ,,,,1950,National,
strange adventures,3,NM,$30.00 ,,,,1950,National,
strange adventures ,5,NL ,,8.5,OW-W , ,1951,National,
strange adventures,7,NM+,$30.00 ,,,,1951,National,
strange adventures,8,NM,$24.00 ,,,,1951,National,
strange adventures,10,NM+,$22.00 ,,,,1951,National,
strange adventures,12,NM,$18.00 ,,,,1951,National,
strange adventures,13,VG,$7.00 ,,,,1951,National,
strange adventures,14,NM,$18.00 ,,,,1951,National,
strange adventures ,15,NL ,,8.5,OW-W , ,1951,National,
strange adventures,17,NM+,$22.00 ,,,,1952,National,
strange adventures,18,NM,$18.00 ,,,,1952,National,
strange adventures,19,NM+,$22.00 ,,,,1952,National,
strange adventures,20,FN,$11.00 ,,,,1952,National,
strange adventures,21,NM,$18.00 ,,,,1952,National,
strange adventures,22,NM,$12.00 ,,,,1952,National,
strange adventures,23,NM,$12.00 ,,,,1952,National,
strange adventures,25,VG,$4.00 ,,,,1952,National,
strange adventures,26,G,$2.00 ,,,,1952,National,
strange adventures,27,VG,$4.00 ,,,,1952,National,
strange adventures,28,FN,$6.00 ,,,,1953,National,
strange adventures,29,VG,$4.00 ,,,,1953,National,
strange adventures,30,FN,$6.00 ,,,,1953,National,
strange adventures,31,G,$2.00 ,,,,1953,National,
strange adventures,32,G,$2.00 ,,,,1953,National,
strange as it seems,1,G,$6.00 ,,,,1934,McNaught Syndicate,
strange as it seems,2,FN,$7.00 ,,,,1936,McNaught Syndicate,
strange confessions,1,FN,$5.00 ,,,,1952,Ziff-Davis,
strange fantasy,2,NM+,$5.00 ,,,,1952,Farrell,
strange fantasy,3,NM,$7.00 ,,,,1952,Farrell,
strange fantasy,4,FR,$2.00 ,,,,1953,Farrell,
strange fantasy,5,FN,$3.00 ,,,,1953,Farrell,
strange fantasy,7,VG,$2.00 ,,,,1953,Farrell,
strange mysteries (canadian),1,NM,$7.00 ,,,,1951,Superior,
strange mysteries (canadian),2,FN,$3.00 ,,,,1951,Superior,
strange mysteries (canadian),3,NM,$4.00 ,,,,1952,Superior,
strange mysteries (canadian),4,NM,$4.00 ,,,,1952,Superior,
strange mysteries (canadian),5,NM,$4.00 ,,,,1952,Superior,
strange mysteries (canadian),6,G,$2.00 ,,,,1952,Superior,
strange mysteries (canadian),7,VG,$2.00 ,,,,1952,Superior,
strange mysteries (canadian),8,FN,$3.00 ,,,,1952,Superior,
strange mysteries (canadian),9,NM,$4.00 ,,,,1953,Superior,
strange mysteries (canadian),10,VG,$2.00 ,,,,1953,Superior,
strange mysteries (canadian),13,G,$2.00 ,,,,1953,Superior,
strange mysteries (canadian),14,FR,$2.00 ,,,,1953,Superior,
strange stories from another world,1,NM+,$6.00 ,,,,1952,Fawcett,
strange stories from another world,3,FN,$3.00 ,,,,1952,Fawcett,
strange stories from another world,4,FN,$3.00 ,,,,1953,Fawcett,
strange stories from another world,5,FN,$3.00 ,,,,1953,Fawcett,
strange suspense stories,1,NM+,$12.00 ,,,,1952,Fawcett,
strange suspense stories,2,NM,$6.00 ,9,OW , ,1952,Fawcett,
strange suspense stories,3,NM,$6.00 ,,,,1952,Fawcett,
strange suspense stories,4,FN,$4.00 ,,,,1952,Fawcett,
strange tales,5,FN,$22.00 ,,,,1952,Timely,
strange tales,10,FN,$15.00 ,,,,1952,Timely,
strange tales,11,FN,$10.00 ,,,,1952,Timely,
strange tales,12,NM,$15.00 ,,,,1952,Timely,
strange tales,13,FN,$10.00 ,,,,1952,Timely,
strange tales,14,FN,$10.00 ,,,,1953,Timely,
strange tales,16,VG,$7.00 ,,,,1953,Timely,
strange tales,17,FN,$10.00 ,,,,1953,Timely,
strange tales,22,VG,$5.00 ,,,,1953,Timely,
strange terrors,2,FN,$4.00 ,,,,1952,St. John,
strange world of your dreams,2,VG,$12.00 ,,,,1952,Prize,
strange world of your dreams,3,VG,$12.00 ,,,,1952,Prize,
strange world of your dreams,4,VG,$12.00 ,,,,1953,Prize,
strange worlds,7,NM+,$8.00 ,,,,1952,Avon,
strange worlds,9,FN,$5.00 ,,,,1952,Avon,
strange worlds (crom the barbarian),1,NM,$75.00 ,,,,1950,Avon,
submariner,1,NM+,"$1,500.00 ",,,,1941,Timely,
submariner,2,NM+,$750.00 ,,,,1941,Timely,
submariner,3,NM+,$500.00 ,,,,1941,Timely,
submariner,4,NM,$300.00 ,,,,1941,Timely,
submariner,5,NM+,$300.00 ,,,,1942,Timely,
submariner,6,NM+,$225.00 ,,,,1942,Timely,
submariner,7,NM,$180.00 ,,,,1942,Timely,
submariner,8,NM,$180.00 ,,,,1942,Timely,
submariner,9,NM,$180.00 ,,,,1943,Timely,
submariner,10,NM,$180.00 ,,,,1943,Timely,
submariner,11,NM,$140.00 ,,,,1943,Timely,
submariner,12,NM,$140.00 ,,,,1943,Timely,
submariner,13,FN,$90.00 ,,,,1944,Timely,
submariner,15,NM,$140.00 ,,,,1944,Timely,
submariner,16,NM+,$175.00 ,,,,1945,Timely,
submariner,17,NM+,$175.00 ,,,,1945,Timely,
submariner,19,NM,$140.00 ,,,,1946,Timely,
submariner,20,VG,$55.00 ,,,,1946,Timely,
submariner,21,NM,$80.00 ,,,,1946,Timely,
submariner,22,NM,$80.00 ,,,,1947,Timely,
submariner,23,NM,$80.00 ,,,,1947,Timely,
submariner,25,FN,$45.00 ,,,,1948,Timely,
submariner,26,FN,$45.00 ,,,,1948,Timely,
submariner,27,NM,$80.00 ,,,,1948,Timely,
submariner,29,NM,$80.00 ,,,,1948,Timely,
submariner,31,VG,$30.00 ,,,,1949,Timely,
sugar bowl,1,NM+,$8.00 ,,,,1948,Famous Funnies,
sugar bowl,2,NM+,$5.00 ,,,,1948,Famous Funnies,
sugar bowl,3,VG,$2.00 ,,,,1948,Famous Funnies,
sugar bowl,4,NM,$4.00 ,,,,1948,Famous Funnies,
sugarfoot (fc),907,NM,$4.00 ,,,,1958,Dell,
sugarfoot (fc),1059,NM+,$5.00 ,,,,1959,Dell,
sugarfoot (fc),1098,NM,$4.00 ,,,,1960,Dell,
sugarfoot (fc),1147,NM+,$5.00 ,,,,1960,Dell,
sun girl ,2,NL ,,7,W , ,1948,Timely,
sun girl ,3,NL ,,9,OW-W , ,1948,Timely,
sundance (fc),1126,NM,$4.00 ,,,,1960,Dell,
sunset carson,1,VG,$4.00 ,,,,1951,Charlton,
sunset carson,2,G,$2.00 ,,,,1951,Charlton,
sunset carson,3,FR,$2.00 ,,,,1951,Charlton,
sunset carson,4,NM+,$5.00 ,,,,1951,Charlton,
super comics ,1,NM,$5.00 ,,,,1938,Dell,
