Title,Issue #,MHC Grade,MHC Price,CGC Grade,Page Quality,Note,Year,Publisher,Comments
comedy,5,FN,$3.00 ,,,,1949,Timely,
comedy,7,FR,$2.00 ,,,,1949,Timely,
comedy,8,G,$2.00 ,,,,1949,Timely,
comedy,9,NM,$4.00 ,,,,1949,Timely,
comedy,10,G,$2.00 ,,,,1950,Timely,
comedy comics (1942),9,NM+,$225.00 ,,,,1942,Timely,
comedy comics (1942),10,NM+,$150.00 ,,,,1942,Timely,
comedy comics (1942),11,NM,$12.00 ,,,,1942,Timely,
comedy comics (1942),14,NM,$7.00 ,,,,1943,Timely,
comedy comics (1942),15,NM+,$5.00 ,,,,1943,Timely,
comedy comics (1942),18,NM+,$5.00 ,,,,1943,Timely,
comedy comics (1942),19,FN,$3.00 ,,,,1944,Timely,
comedy comics (1942),20,NM,$4.00 ,,,,1944,Timely,
comedy comics (1942),31,VG,$2.00 ,,,,1946,Timely,
comedy comics (1942),32,FN,$3.00 ,,,,1946,Timely,
comedy comics (1942),34,FN,$3.00 ,,,,1946,Timely,
comic capers,3,FN,$4.00 ,,,,1945,Timely,
comic cavalcade,1,FN,$225.00 ,7,W ,Very minor amount of CT and glue on cover ,1942,National,
comic cavalcade,4,FN,$60.00 ,,,,1943,National,
comic cavalcade,5,NM,$80.00 ,,,,1943,National,
comic cavalcade,6,FN,$45.00 ,,,,1944,National,
comic cavalcade,7,NM,$70.00 ,,,,1944,National,
comic cavalcade,8,NM+,$90.00 ,9.6,W , ,1944,National,
comic cavalcade,9,VG,$27.00 ,,,,1944,National,
comic cavalcade,10,FN,$45.00 ,,,,1945,National,
comic cavalcade,11,NM+,$80.00 ,,,,1945,National,
comic cavalcade,12,NM+,$80.00 ,3.5,W , ,1945,National,
comic cavalcade,13,FN,$50.00 ,8,OW-W , ,1945,National,
comic cavalcade,14,FN,$35.00 ,7.5,W , ,1946,National,
comic cavalcade,15,FN,$35.00 ,7,OW-W , ,1946,National,
comic cavalcade,16,FN,$35.00 ,,,,1946,National,
comic cavalcade,17,FN,$35.00 ,,,,1946,National,
comic cavalcade,18,FN,$35.00 ,9.4,W ,Old grade VF-7.5 ,1946,National,
comic cavalcade,19,FN,$35.00 ,,,,1947,National,
comic cavalcade,20,FN,$35.00 ,7,W , ,1947,National,
comic cavalcade,22,FR,$6.00 ,6.5,W , ,1947,National,
comic cavalcade,23,FN,$30.00 ,8,W , ,1947,National,
comic cavalcade,24,FN,$35.00 ,,,,1947,National,
comic cavalcade,26,FN,$30.00 ,,,,1948,National,
comic cavalcade,28,FN,$30.00 ,,,,1948,National,
comic cavalcade,29,FN,$30.00 ,7.5,OW , ,1948,National,
comic comics,1,NM+,$12.00 ,,,,1946,Fawcett,
comic comics,2,NM+,$15.00 ,,,,1946,Fawcett,
comic comics,4,NM+,$15.00 ,,,,1946,Fawcett,
comic land,1,NM+,$10.00 ,,,,1946,Fact and Fiction Publications,
comics,1,NM,$70.00 ,,,,1937,Dell,
comics,2,NM,$35.00 ,,,,1937,Dell,
comics,3,VG,$13.00 ,,,,1937,Dell,
comics,4,FN,$20.00 ,,,,1937,Dell,
comics,6,NM+,$35.00 ,,,,1937,Dell,
comics,7,NM,$30.00 ,,,,1938,Dell,
comics,8,G,$8.00 ,,,,1938,Dell,
comics,9,FN,$20.00 ,,,,1938,Dell,
comics,10,NM,$30.00 ,,,,1938,Dell,
comics,11,NM,$40.00 ,,,,1938,Dell,
comics for kids,1,NM+,$5.00 ,,,,1945,Timely,
comics novel,1,NM+,$35.00 ,,,,1947,Fawcett,
comics on parade,5,FN,$24.00 ,,,,1938,United Features Syndicate,
comics on parade,6,FN,$20.00 ,,,,1938,United Features Syndicate,
comics on parade,7,FN,$9.00 ,,,,1938,United Features Syndicate,
comics on parade,9,FN,$20.00 ,6,OW-W , ,1938,United Features Syndicate,
comics on parade,10,NM,$30.00 ,,,,1939,United Features Syndicate,
comics on parade,12,NM,$25.00 ,8.5,OW-W , ,1939,United Features Syndicate,
comics on parade,13,NM,$25.00 ,9,OW , ,1939,United Features Syndicate,
comics on parade,14,FN,$18.00 ,7,OW-W , ,1939,United Features Syndicate,
comics on parade,16,NM,$25.00 ,8,W , ,1939,United Features Syndicate,
comics on parade,29,FN,$15.00 ,6,W , ,1940,United Features Syndicate,
comics on parade,37,FN,$7.00 ,5.5,OW-W , ,1942,United Features Syndicate,
comics on parade,40,NM,$9.00 ,7,W , ,1943,United Features Syndicate,
comics on parade,45,NM+,$16.00 ,,,,1944,United Features Syndicate,
comics on parade,48,FN,$7.00 ,,,,1945,United Features Syndicate,
comics on parade,49,NM+,$16.00 ,,,,1945,United Features Syndicate,
comics on parade,51,NM+,$12.00 ,,,,1945,United Features Syndicate,
comics on parade,52,FN,$4.00 ,,,,1946,United Features Syndicate,
comics on parade,55,FN,$3.00 ,,,,1946,United Features Syndicate,
comics on parade,56,G,$2.00 ,,,,1947,United Features Syndicate,
comics on parade,57,NM,$4.00 ,,,,1947,United Features Syndicate,
comics on parade,58,NM+,$12.00 ,,,,1947,United Features Syndicate,
comics on parade,60,NM,$5.00 ,,,,1948,United Features Syndicate,
comics on parade,62,FN,$3.00 ,,,,1948,United Features Syndicate,
comics on parade,64,FN,$3.00 ,,,,1949,United Features Syndicate,
comics on parade,65,NM,$4.00 ,,,,1949,United Features Syndicate,
comics revue,1,FN,$5.00 ,,,,1947,St. John,
complete book of comics & funnies,NN,FN,$18.00 ,,,,1944,Standard,
complete book of true crime comics,NN,NM+,$50.00 ,,,,1944,Standard,
complete comics,2,NM+,$150.00 ,,,,1944,Timely,
complete love,1,NM,$3.00 ,,,,1951,Ace Magazines,
complete love,3,NM,$3.00 ,,,,1951,Ace Magazines,
confessions of love,11,FN,$2.00 ,,,,1952,Star Publications,
confessions of love ,12,NL ,,7.5,OW , ,1952,Star Publications,
confessions of love,13,FN,$2.00 ,,,,1952,Star Publications,
confessions of love,14,FN,$2.00 ,,,,1953,Star Publications,
congo bill,2,FN,$7.00 ,8,OW , ,1954,National,
congo bill,5,NM+,$12.00 ,,,,1955,National,
congo bill,6,NM,$9.00 ,9,W , ,1955,National,
conqueror comics (1945),NN,NM+,$7.00 ,,,,1945,Albrecht Publishing,
contact comics,1,NM+,$20.00 ,,,,1944,Aviation,
contact comics,2,NM,$10.00 ,,,,1944,Aviation,
contact comics,3,NM,$10.00 ,,,,1944,Aviation,
contact comics,4,NM+,$12.00 ,,,,1945,Aviation,
contact comics,5,NM+,$12.00 ,,,,1945,Aviation,
contact comics,6,NM+,$12.00 ,,,,1945,Aviation,
contact comics,7,NM+,$10.00 ,,,,1945,Aviation,
contact comics,8,NM+,$10.00 ,,,,1945,Aviation,
contact comics,9,NM+,$10.00 ,,,,1945,Aviation,
contact comics,10,NM+,$10.00 ,,,,1946,Aviation,
contact comics,11,NM+,$15.00 ,,,,1946,Aviation,
contact comics,12,NM+,$10.00 ,,,,1946,Aviation,
coo coo comics,18,VG,$2.00 ,,,,1945,Standard,
coo coo comics,28,FN,$2.00 ,,,,1946,Standard,
coo coo comics,30,NM,$3.00 ,,,,1946,Standard,
cookie,1,NM+,$4.00 ,,,,1946,ACG,
cookie,2,NM+,$3.00 ,,,,1946,ACG,
cookie,3,NM+,$3.00 ,,,,1946,ACG,
cookie,4,NM,$3.00 ,,,,1947,ACG,
cookie,5,NM+,$3.00 ,,,,1947,ACG,
cookie,6,NM+,$3.00 ,,,,1947,ACG,
cookie,7,NM+,$3.00 ,,,,1947,ACG,
cookie,9,FN,$2.00 ,,,,1947,ACG,
cookie,10,FN,$2.00 ,,,,1947,ACG,
cookie,11,NM,$2.00 ,,,,1948,ACG,
cookie,12,NM+,$3.00 ,,,,1948,ACG,
cookie,13,NM+,$3.00 ,,,,1948,ACG,
cookie,14,FN,$2.00 ,,,,1948,ACG,
cookie,15,VG,$2.00 ,,,,1948,ACG,
cookie,16,NM+,$3.00 ,,,,1948,ACG,
cookie,17,NM+,$3.00 ,,,,1949,ACG,
cookie,18,FN,$2.00 ,,,,1949,ACG,
cookie,19,VG,$2.00 ,,,,1949,ACG,
cookie,20,NM+,$3.00 ,,,,1949,ACG,
cookie,22,G,$2.00 ,,,,1949,ACG,
cookie,24,NM,$2.00 ,,,,1950,ACG,
cookie,25,FN,$2.00 ,,,,1950,ACG,
cookie,26,VG,$2.00 ,,,,1950,ACG,
cookie,27,FN,$2.00 ,,,,1950,ACG,
cookie,28,FN,$2.00 ,,,,1950,ACG,
cookie,29,NM,$2.00 ,,,,1951,ACG,
cookie,30,FN,$2.00 ,,,,1951,ACG,
cookie,31,NM+,$3.00 ,,,,1951,ACG,
cookie,32,FN,$2.00 ,,,,1951,ACG,
cookie,33,FN,$2.00 ,,,,1951,ACG,
copper canyon,NN,NM+,$20.00 ,,,,1950,Fawcett,
courage,2,NM+,$5.00 ,,,,1945,J. Edward Slavin,
courage,77,NM+,$5.00 ,,,,1945,J. Edward Slavin,
cow puncher,1,NM+,$30.00 ,,,,1947,Avon,
cow puncher,3,NM+,$15.00 ,,,,1947,Avon,
cow puncher,4,NM+,$30.00 ,,,,1948,Avon,
cow puncher,5,NM,$12.00 ,,,,1948,Avon,
cow puncher,6,NM+,$18.00 ,,,,1948,Avon,
cow puncher,7,NM+,$15.00 ,,,,1948,Avon,
cowboy & injuns,1,NM+,$4.00 ,,,,1946,Magazine Enterprises,
cowboy & injuns,2,NM,$3.00 ,,,,1946,Magazine Enterprises,
cowboy & injuns,4,FN,$2.00 ,,,,1947,Magazine Enterprises,
cowboy & injuns,5,FN,$2.00 ,,,,1947,Magazine Enterprises,
cowboy & injuns (a-1),6,NM+,$4.00 ,,,,1950,Magazine Enterprises,
cowboy action,10,NM+,$4.00 ,,,,1956,Timely,
cowboy comics,13,NM+,$35.00 ,,,,1938,Centaur,
cowboy comics,14,NM,$25.00 ,,,,1938,Centaur,
cowboy love,1,NM+,$5.00 ,,,,1949,Fawcett,
cowboy love,2,NM,$3.00 ,,,,1949,Fawcett,
cowboy love,3,NM+,$4.00 ,,,,1949,Fawcett,
cowboy love,4,NM+,$4.00 ,,,,1949,Fawcett,
cowboy love,5,FN,$2.00 ,,,,1949,Fawcett,
cowboy love,6,NM,$3.00 ,,,,1949,Fawcett,
cowboy love,7,NM,$3.00 ,,,,1950,Fawcett,
cowboy love,8,NM+,$4.00 ,,,,1950,Fawcett,
cowboy love,9,NM+,$4.00 ,,,,1950,Fawcett,
cowboy love,10,VG,$2.00 ,,,,1950,Fawcett,
cowboy love,11,NM,$3.00 ,,,,1950,Fawcett,
cowboy love,28,NM,$3.00 ,,,,1955,Charlton,
cowboy romances,1,NM,$8.00 ,,,,1949,Timely,
cowboy romances,2,NM+,$9.00 ,,,,1949,Timely,
cowboy romances,3,FN,$5.00 ,,,,1950,Timely,
cowboy western,17,NM+,$4.00 ,,,,1948,Charlton,
cowboy western,18,FN,$2.00 ,,,,1948,Charlton,
cowboy western,19,NM+,$4.00 ,9,W , ,1948,Charlton,
cowboy western,20,FN,$2.00 ,,,,1949,Charlton,
cowboy western,21,VG,$2.00 ,,,,1949,Charlton,
cowboy western,23,G,$2.00 ,,,,1949,Charlton,
cowboy western,24,FN,$2.00 ,,,,1949,Charlton,
cowboy western,25,FN,$2.00 ,,,,1949,Charlton,
cowboy western,29,VG,$2.00 ,,,,1950,Charlton,
cowboy western,30,NM,$3.00 ,,,,1950,Charlton,
cowboy western,31,NM,$3.00 ,,,,1950,Charlton,
cowboy western,32,VG,$2.00 ,,,,1951,Charlton,
cowboy western,33,FN,$2.00 ,,,,1951,Charlton,
cowboy western,35,FN,$2.00 ,,,,1951,Charlton,
cowboy western,37,FN,$2.00 ,,,,1951,Charlton,
cowboy western,38,FN,$2.00 ,,,,1952,Charlton,
cowboy western,39,FN,$2.00 ,,,,1952,Charlton,
cowboy western,62,NM,$3.00 ,,,,1956,Charlton,
cowgirl romances,1,NM+,$15.00 ,9.4,W ,2 copies?????? ,1950,Fiction House,
cowgirl romances,2,NM+,$9.00 ,,,,1950,Fiction House,
cowgirl romances,3,NM+,$9.00 ,,,,1951,Fiction House,
cowgirl romances,4,NM+,$9.00 ,,,,1951,Fiction House,
cowgirl romances,5,NM+,$9.00 ,,,,1951,Fiction House,
cowgirl romances,6,NM+,$9.00 ,,,,1951,Fiction House,
cowgirl romances,7,NM+,$9.00 ,,,,1951,Fiction House,
cowgirl romances,8,NM+,$9.00 ,,,,1951,Fiction House,
cowgirl romances,9,NM+,$9.00 ,9,W , ,1952,Fiction House,
cowgirl romances,10,NM+,$9.00 ,,,,1952,Fiction House,
cowgirl romances,11,NM+,$9.00 ,,,,1952,Fiction House,
cowgirl romances,12,NM+,$9.00 ,,,,1952,Fiction House,
crack comics,25,NM+,$90.00 ,,,,1942,Quality,
crack comics,26,NM,$40.00 ,,,,1942,Quality,
crack comics,27,NM+,$150.00 ,,,,1943,Quality,
crack comics,28,NM+,$55.00 ,,,,1943,Quality,
crack comics,29,NM+,$55.00 ,9.6,W , ,1943,Quality,
crack comics,30,NM+,$55.00 ,,,,1943,Quality,
crack comics,31,NM+,$35.00 ,9.4,W ,,1943,Quality,
crack comics,32,NM+,$35.00 ,,,,1943,Quality,
crack comics,33,NM+,$35.00 ,9.2,W ,,1944,Quality,
crack comics,34,NM+,$35.00 ,9.6,W ,,1944,Quality,
crack comics,35,NM+,$35.00 ,,,,1944,Quality,
crack comics,36,NM,$20.00 ,,,,1944,Quality,
crack comics,37,NM+,$25.00 ,,,,1945,Quality,
crack comics,38,NM+,$25.00 ,,,,1945,Quality,
crack comics,39,NM+,$25.00 ,,,,1945,Quality,
crack comics,40,NM+,$25.00 ,,,,1945,Quality,
crack comics,42,NM,$12.00 ,9,W ,,1946,Quality,
crack comics,43,NM,$12.00 ,,,,1947,Quality,
crack comics,44,NM,$12.00 ,,,,1947,Quality,
crack comics,45,FN,$9.00 ,,,,1947,Quality,
crack comics,46,NM+,$18.00 ,9.6,OW-W ,,1947,Quality,
crack comics,47,NM+,$18.00 ,9.6,OW-W ,,1947,Quality,
crack comics,48,G,$4.00 ,,,,1947,Quality,
crack comics,49,NM+,$18.00 ,,,,1947,Quality,
crack comics,50,NM+,$18.00 ,,,,1947,Quality,
crack comics,51,NM+,$15.00 ,,,,1947,Quality,
crack comics,52,NM+,$15.00 ,,,,1948,Quality,
crack comics,53,FN,$8.00 ,,,,1948,Quality,
crack comics,54,NM+,$15.00 ,,,,1948,Quality,
crack comics,55,FN,$8.00 ,9,OW-W , ,1948,Quality,
crack comics,56,NM+,$15.00 ,,,,1948,Quality,
crack comics,57,NM,$11.00 ,,,,1948,Quality,
crack comics,58,FN,$8.00 ,,,,1949,Quality,
crack comics,59,NM+,$15.00 ,,,,1949,Quality,
crack comics,60,NM,$11.00 ,,,,1949,Quality,
crack comics,61,FN,$8.00 ,,,,1949,Quality,
crack comics,62,NM+,$15.00 ,,,,1949,Quality,
crack comics,63,NM+,$12.00 ,,,,1949,Quality,
crack comics,64,NM+,$9.00 ,,,,1950,Quality,
crack comics,65,NM,$7.00 ,9.6,OW , ,1950,Quality,
crack comics,66,NM,$4.00 ,,,,1950,Quality,
crack comics,67,NM+,$5.00 ,,,,1950,Quality,
crack comics,68,NM+,$5.00 ,,,,1950,Quality,
crack comics,69,NM+,$9.00 ,8.5,W , ,1950,Quality,
crack comics,70,VG,$3.00 ,,,,1950,Quality,
crack comics,71,NM,$8.00 ,9.2,OW-W , ,1951,Quality,
crack comics,72,NM+,$5.00 ,,,,1951,Quality,
crack comics,74,FN,$3.00 ,,,,1951,Quality,
crack comics,75,NM+,$5.00 ,,,,1951,Quality,
crack comics,76,NM+,$5.00 ,,,,1952,Quality,
crack comics,77,NM,$4.00 ,,,,1952,Quality,
crack comics,78,VG,$2.00 ,,,,1952,Quality,
crack comics,79,NM,$4.00 ,,,,1952,Quality,
crack comics,80,VG,$2.00 ,,,,1952,Quality,
crack comics,81,FN,$3.00 ,,,,1952,Quality,
crack comics,82,FR,$2.00 ,,,,1953,Quality,
crack comics,83,G,$3.00 ,,,,1953,Quality,
crack comics,84,VG,$3.00 ,,,,1953,Quality,
crackajack funnies ,1,NM+ ,$160.00 ,9.8,W , ,1938,Dell,
crackajack funnies,3,NM,$55.00 ,9.4,W , ,1938,Dell,
crackajack funnies,4,NM,$35.00 ,,,,1938,Dell,
crackajack funnies,5,NM+,$50.00 ,8.5,W , ,1938,Dell,
crackajack funnies,6,FN,$22.00 ,,,,1938,Dell,
crackajack funnies,7,NM,$30.00 ,9.4,OW-W , ,1938,Dell,
crackajack funnies,8,NM,$30.00 ,,,,1939,Dell,
crackajack funnies,9,NM+,$45.00 ,9.8,OW-W , ,1939,Dell,
crackajack funnies,10,NM+,$40.00 ,9.6,OW-W , ,1939,Dell,
crackajack funnies,11,NM+,$35.00 ,,,,1939,Dell,
crackajack funnies,12,NM,$24.00 ,5.5,OW-W , ,1939,Dell,
crackajack funnies,13,FN,$17.00 ,6,W ,,1939,Dell,
crackajack funnies,14,FN,$17.00 ,5,OW-W ,Qualified- Incomplete  Centerfold missing ,1939,Dell,
crackajack funnies,15,FN,$20.00 ,4.5,OW , ,1939,Dell,
crackajack funnies,16,NM,$24.00 ,4,OW-W ,18th page torn in half and re-attached with 3 pieces of tape ,1939,Dell,
crackajack funnies,17,FN,$17.00 ,,,,1939,Dell,
crackajack funnies,18,FN,$17.00 ,5.5,OW , ,1939,Dell,
crackajack funnies,19,FN,$17.00 ,,,,1940,Dell,
crackajack funnies,20,FN,$17.00 ,,,,1940,Dell,
crackajack funnies,21,NM,$24.00 ,8.5,W ,Was 7.0 OW-W,1940,Dell,
crackajack funnies,23,NM,$24.00 ,,,,1940,Dell,
crackajack funnies,24,NM,$24.00 ,6.5,W , ,1940,Dell,
crackajack funnies,25,NM+,$55.00 ,,,,1940,Dell,
crackajack funnies,26,NM+,$40.00 ,9.6,OW-W , ,1940,Dell,
crackajack funnies,27,NM+,$40.00 ,,,,1940,Dell,
crackajack funnies,28,NM+,$40.00 ,,,,1940,Dell,
crackajack funnies,29,NM+,$40.00 ,,,,1940,Dell,
crackajack funnies,30,NM+,$40.00 ,9.6,OW , ,1940,Dell,
crackajack funnies,31,NM+,$35.00 ,9.4,OW , ,1941,Dell,
crackajack funnies,32,NM+,$40.00 ,9.6,OW-W , ,1941,Dell,
crackajack funnies,33,NM+,$35.00 ,,,,1941,Dell,
crackajack funnies,34,NM+,$35.00 ,,,,1941,Dell,
crackajack funnies,35,NM,$24.00 ,6,OW , ,1941,Dell,
crackajack funnies,36,NM,$24.00 ,9,OW , ,1941,Dell,
crackajack funnies,37,NM+,$30.00 ,,,,1941,Dell,
crackajack funnies,38,NM,$24.00 ,,,,1941,Dell,
crackajack funnies,39,NM+,$30.00 ,,,,1941,Dell,
crackajack funnies,40,NM+,$25.00 ,,,,1941,Dell,
crackajack funnies,41,NM+,$25.00 ,,,,1941,Dell,
crackajack funnies,42,NM,$21.00 ,8,OW-W , ,1942,Dell,
crackajack funnies ,43,NM+ ,,9,OW-W , ,1942,Dell,
crash comics adventures,1,NM+,$150.00 ,,,,1940,Continental,
crash comics adventures,2,NM,$80.00 ,,,,1940,Continental,
crash comics adventures,3,NM,$65.00 ,,,,1940,Continental,
crash comics adventures,4,NM+,$100.00 ,,,,1940,Continental,
crash comics adventures,5,NM+,$60.00 ,,,,1940,Continental,
crime & justice,1,NM+,$5.00 ,,,,1951,Charlton,
crime & justice,3,G,$2.00 ,,,,1951,Charlton,
crime & justice,4,VG,$2.00 ,,,,1952,Charlton,
crime & justice,5,FN,$3.00 ,,,,1952,Charlton,
crime & justice,6,NM+,$4.00 ,,,,1952,Charlton,
crime & justice,9,FN,$3.00 ,,,,1952,Charlton,
crime & justice,10,FN,$3.00 ,,,,1953,Charlton,
crime & justice,11,FN,$3.00 ,,,,1953,Charlton,
crime & justice,12,FN,$3.00 ,,,,1953,Charlton,
crime & justice,13,FN,$3.00 ,,,,1953,Charlton,
crime & justice,17,FN,$3.00 ,,,,1954,Charlton,
crime & punishment,1,NM+,$15.00 ,,,,1948,Lev Gleason,
crime & punishment,3,NM,$3.00 ,,,,1948,Lev Gleason,
crime & punishment,4,NM+,$7.00 ,,,,1948,Lev Gleason,
crime & punishment,6,FN,$3.00 ,,,,1948,Lev Gleason,
crime & punishment,7,FN,$3.00 ,,,,1948,Lev Gleason,
crime & punishment,8,FN,$3.00 ,,,,1948,Lev Gleason,
crime & punishment,9,NM,$5.00 ,,,,1948,Lev Gleason,
crime & punishment,11,NM+,$7.00 ,,,,1949,Lev Gleason,
crime & punishment,12,NM,$4.00 ,,,,1949,Lev Gleason,
crime & punishment,13,NM+,$5.00 ,,,,1949,Lev Gleason,
crime & punishment,14,FN,$3.00 ,,,,1949,Lev Gleason,
crime & punishment,15,FN,$3.00 ,,,,1949,Lev Gleason,
crime & punishment,16,VG,$2.00 ,,,,1949,Lev Gleason,
crime & punishment,17,NM,$4.00 ,,,,1949,Lev Gleason,
crime & punishment,18,FN,$3.00 ,,,,1949,Lev Gleason,
crime & punishment,19,NM,$4.00 ,,,,1949,Lev Gleason,
crime & punishment,20,NM,$4.00 ,,,,1949,Lev Gleason,
crime & punishment,21,FN,$3.00 ,,,,1949,Lev Gleason,
crime & punishment,22,NM+,$4.00 ,,,,1950,Lev Gleason,
crime & punishment,23,NM,$3.00 ,,,,1950,Lev Gleason,
crime & punishment,24,VG,$2.00 ,,,,1950,Lev Gleason,
crime & punishment,25,FN,$3.00 ,,,,1950,Lev Gleason,
crime & punishment,26,VG,$2.00 ,,,,1950,Lev Gleason,
crime & punishment,27,VG,$2.00 ,,,,1950,Lev Gleason,
crime & punishment,28,NM,$3.00 ,,,,1950,Lev Gleason,
crime & punishment,29,FN,$3.00 ,,,,1950,Lev Gleason,
crime & punishment,30,FN,$3.00 ,,,,1950,Lev Gleason,
crime & punishment,31,FN,$3.00 ,,,,1950,Lev Gleason,
crime & punishment,32,FN,$3.00 ,,,,1950,Lev Gleason,
crime & punishment,33,NM+,$4.00 ,,,,1950,Lev Gleason,
crime & punishment,35,G,$2.00 ,,,,1951,Lev Gleason,
crime & punishment,36,VG,$2.00 ,,,,1951,Lev Gleason,
crime & punishment,38,FN,$3.00 ,,,,1951,Lev Gleason,
crime & punishment,39,VG,$2.00 ,,,,1951,Lev Gleason,
crime & punishment,40,VG,$2.00 ,,,,1951,Lev Gleason,
crime & punishment,41,G,$2.00 ,,,,1951,Lev Gleason,
crime & punishment,42,NM,$3.00 ,,,,1951,Lev Gleason,
crime & punishment,44,FN,$3.00 ,,,,1951,Lev Gleason,
crime & punishment,45,VG,$3.00 ,,,,1951,Lev Gleason,
crime & punishment,46,VG,$4.00 ,,,,1952,Lev Gleason,
crime & punishment,47,FN,$3.00 ,,,,1952,Lev Gleason,
crime & punishment,48,NM,$3.00 ,,,,1952,Lev Gleason,
crime & punishment,49,NM,$3.00 ,,,,1952,Lev Gleason,
crime & punishment,50,NM,$3.00 ,,,,1952,Lev Gleason,
crime & punishment,51,FN,$3.00 ,,,,1952,Lev Gleason,
crime & punishment,52,NM,$3.00 ,,,,1952,Lev Gleason,
crime & punishment,53,FN,$3.00 ,,,,1952,Lev Gleason,
crime & punishment,55,NM,$3.00 ,,,,1952,Lev Gleason,
crime & punishment,59,FN,$3.00 ,,,,1953,Lev Gleason,
crime & punishment,62,NM,$3.00 ,,,,1953,Lev Gleason,
crime can't win,7,NM,$4.00 ,,,,1951,Timely,
crime can't win,8,NM,$4.00 ,,,,1951,Timely,
crime can't win,9,NM,$4.00 ,,,,1952,Timely,
crime can't win,10,FN,$3.00 ,,,,1952,Timely,
crime can't win,11,FN,$3.00 ,,,,1952,Timely,
crime can't win,41,VG,$2.00 ,,,,1950,Timely,
crime can't win,42,NM,$4.00 ,,,,1950,Timely,
crime can't win,43,G,$2.00 ,,,,1951,Timely,
crime cases,5,NM,$4.00 ,,,,1951,Timely,
crime cases,6,FN,$3.00 ,,,,1951,Timely,
crime cases,7,VG,$2.00 ,,,,1951,Timely,
crime cases,8,FN,$3.00 ,,,,1951,Timely,
crime cases,9,VG,$2.00 ,,,,1952,Timely,
crime cases,10,NM+,$5.00 ,,,,1952,Timely,
crime cases,11,FN,$3.00 ,,,,1952,Timely,
crime cases,12,NM,$4.00 ,,,,1952,Timely,
crime cases,25,FN,$3.00 ,,,,1950,Timely,
crime cases,26,VG,$2.00 ,,,,1950,Timely,
crime clinic,3,NM+,$5.00 ,,,,1951,Ziff-Davis,
crime clinic,4,FN,$3.00 ,,,,1952,Ziff-Davis,
crime clinic,5,FN,$3.00 ,,,,1952,Ziff-Davis,
crime clinic,10,NM,$4.00 ,,,,1951,Ziff-Davis,
crime clinic,11,NM+,$5.00 ,,,,1951,Ziff-Davis,
crime detective,1,NM+,$5.00 ,,,,1948,Hillman,
crime detective,2,NM,$4.00 ,,,,1948,Hillman,
crime detective,3,NM,$4.00 ,,,,1948,Hillman,
crime detective,4,VG,$2.00 ,,,,1948,Hillman,
crime detective,7,NM,$4.00 ,,,,1949,Hillman,
crime detective,8,NM+,$10.00 ,,,,1949,Hillman,
crime detective,11,NM,$5.00 ,,,,1949,Hillman,
crime detective vol. 2,4,FN,$3.00 ,,,,1950,Hillman,
crime detective vol. 2,5,NM,$4.00 ,,,,1950,Hillman,
crime detective vol. 2,6,NM,$4.00 ,,,,1951,Hillman,
crime does not pay,22,NM+,$180.00 ,,,,1942,Lev Gleason,
crime does not pay,23,NM+,$110.00 ,,,,1942,Lev Gleason,
crime does not pay,24,NM+,$100.00 ,,,,1942,Lev Gleason,
crime does not pay,25,NM,$35.00 ,,,,1943,Lev Gleason,
crime does not pay,26,NM+,$50.00 ,,,,1943,Lev Gleason,
crime does not pay,27,NM+,$50.00 ,,,,1943,Lev Gleason,
crime does not pay,28,NM+,$50.00 ,,,,1943,Lev Gleason,
crime does not pay,29,NM,$35.00 ,,,,1943,Lev Gleason,
crime does not pay,30,NM+,$50.00 ,,,,1943,Lev Gleason,
crime does not pay,31,NM,$15.00 ,,,,1944,Lev Gleason,
crime does not pay,32,NM+,$20.00 ,,,,1944,Lev Gleason,
crime does not pay,33,NM+,$20.00 ,,,,1944,Lev Gleason,
crime does not pay,34,NM+,$20.00 ,,,,1944,Lev Gleason,
crime does not pay,35,NM,$15.00 ,9.2,OW-W , ,1944,Lev Gleason,
crime does not pay,36,NM+,$20.00 ,,,,1944,Lev Gleason,
crime does not pay,37,NM+,$20.00 ,,,,1945,Lev Gleason,
crime does not pay,38,NM+,$20.00 ,,,,1945,Lev Gleason,
crime does not pay,39,NM,$15.00 ,,,,1945,Lev Gleason,
crime does not pay,40,NM,$15.00 ,,,,1945,Lev Gleason,
crime does not pay,41,NM,$8.00 ,,,,1945,Lev Gleason,
crime does not pay,42,NM+,$10.00 ,,,,1945,Lev Gleason,
crime does not pay,43,NM,$8.00 ,,,,1946,Lev Gleason,
crime does not pay,44,NM,$8.00 ,,,,1946,Lev Gleason,
crime does not pay,45,NM,$8.00 ,,,,1946,Lev Gleason,
crime does not pay,46,NM,$8.00 ,,,,1946,Lev Gleason,
crime does not pay,48,NM,$8.00 ,,,,1946,Lev Gleason,
crime does not pay,49,NM,$8.00 ,,,,1947,Lev Gleason,
crime does not pay,50,NM+,$10.00 ,,,,1947,Lev Gleason,
crime does not pay,51,NM,$8.00 ,,,,1947,Lev Gleason,
crime does not pay,52,NM+,$10.00 ,,,,1947,Lev Gleason,
crime does not pay,53,NM+,$10.00 ,,,,1947,Lev Gleason,
crime does not pay,54,NM+,$10.00 ,,,,1947,Lev Gleason,
crime does not pay,55,NM+,$10.00 ,,,,1947,Lev Gleason,
crime does not pay,56,NM+,$10.00 ,,,,1947,Lev Gleason,
crime does not pay,57,NM,$7.00 ,,,,1947,Lev Gleason,
