title,Issue,MHC Grade,MHC Price,CGC Grade,Page Quality,Note,Year,Publisher
catman comics,13,NM,$18.00 ,,,,,
catman comics,14,NM,$18.00 ,,,,,
catman comics,15,NM,$18.00 ,,,,,
catman comics,16,NM,$18.00 ,,,,,
catman comics,19,NM+,$25.00 ,,,,,
catman comics,20,NM+,$25.00 ,,,,,
catman comics,21,NM+,$22.00 ,,,,,
catman comics,22,NM,$15.00 ,,,,,
catman comics,23,NM,$22.00 ,,,,,
catman comics,27,NM+,$13.00 ,,,,,
catman comics,28,NM+,$13.00 ,,,,,
catman comics,30,NM+,$13.00 ,,,,,
catman comics,31,NM+,$13.00 ,,,,,
catman comics,32,NM+,$13.00 ,,,,,
catman comics,V2 12,NM,$15.00 ,,,,,
catman comics,V3 1,NM,$15.00 ,,,,,
catman comics,V3 13,NM+,$22.00 ,,,,,
catman comics,V3 2,NM+,$22.00 ,,,,,
catman comics ,2,NM ,,9,CR-OW , ,1941,Holyoke Publications
catman comics ,4,NM+ ,,9,OW , ,1941,Holyoke Publications
catman comics ,5,NM ,,7.5,OW , ,1941,Holyoke Publications
catman comics ,10,NM ,,8,OW , ,1942,Holyoke Publications
catman comics ,11,NM+ ,,9,OW ,Slight (A ,1942,Holyoke Publications
catman comics ,12,NM ,,8.5,OW-W , ,1942,Holyoke Publications
catman comics ,15,NM ,,9,OW , ,1942,Holyoke Publications
catman comics ,18,NL ,,9.2,OW-W , ,1943,Holyoke Publications
catman comics ,21,NM+ ,,9,OW-W , ,1943,Holyoke Publications
catman comics ,23,NM+ ,,9.4,W , ,1944,Holyoke Publications
catman comics ,26,NL ,,9.2,W , ,1944,Holyoke Publications
cavalier comics ,2,NM ,,8.5,OW-W , ,1945,A.W. Nugent
cavalier comics (1945),2,NM ,$5.00 ,,,,,
cave girl,11,NM+,$35.00 ,,,,,
cave girl,12,NM+,$23.00 ,,,,,
cave girl,13,FN,$13.00 ,,,,,
challenger,1,NM+,$25.00 ,,,,,
challenger,2,NM+,$18.00 ,,,,,
challenger,3,NM,$15.00 ,,,,,
challenger,4,NM+,$18.00 ,,,,,
challengers of the unknown (avon),6,NM,$4.00 ,,,,,
chamber of chills (harvey),5,NM+,$5.00 ,,,,,
chamber of chills (harvey),6,FN,$3.00 ,,,,,
chamber of chills (harvey),7,NM,$4.00 ,,,,,
chamber of chills (harvey),8,FN,$3.00 ,,,,,
chamber of chills (harvey),9,NM+,$5.00 ,,,,,
chamber of chills (harvey),10,NM+,$5.00 ,,,,,
chamber of chills (harvey),11,NM+,$5.00 ,,,,,
chamber of chills (harvey),12,VG,$2.00 ,,,,,
chamber of chills (harvey),13,VG,$2.00 ,,,,,
chamber of chills (harvey),14,FN,$3.00 ,,,,,
chamber of chills (harvey),15,NM+,$5.00 ,,,,,
chamber of chills (harvey),16,NM,$4.00 ,,,,,
chamber of chills (harvey),21,NM,$4.00 ,,,,,
chamber of chills (harvey),22,G,$2.00 ,,,,,
chamber of chills (harvey),23,NM,$4.00 ,,,,,
chamber of chills (harvey),24,NM+,$5.00 ,,,,,
champ,11,NM+,$45.00 ,,,,,
champ,12,NM+,$35.00 ,,,,,
champ,13,FN,$15.00 ,,,,,
champ,15,NM+,$35.00 ,,,,,
champ,16,NM,$22.00 ,,,,,
champ,17,NM+,$30.00 ,,,,,
champ,18,NM+,$30.00 ,,,,,
champ,19,NM,$22.00 ,,,,,
champ,21,NM,$18.00 ,,,,,
champ,22,NM+,$23.00 ,,,,,
champ,23,NM+,$23.00 ,,,,,
champ,24,NM+,$23.00 ,,,,,
champ,25,NM+,$23.00 ,,,,,
champion comics,2,NM+,$110.00 ,,,,,
champion comics,3,NM+,$30.00 ,,,,,
champion comics,4,NM+,$40.00 ,,,,,
champion comics,5,NM+,$40.00 ,,,,,
champion comics,6,NM+,$50.00 ,,,,,
champion comics,7,NM+,$50.00 ,,,,,
champion comics,8,NM,$35.00 ,,,,,
champion comics,9,NM,$35.00 ,,,,,
champion comics,10,NM+,$50.00 ,,,,,
charlie chan (prize),1,NM+,$25.00 ,,,,,
charlie chan (prize),2,NM+,$20.00 ,,,,,
charlie chan (prize),3,NM+,$20.00 ,,,,,
charlie chan (prize),4,NM+,$10.00 ,,,,,
charlie chan (prize),5,NM+,$20.00 ,,,,,
charlie mccarthy (fc),171,NM+,$9.00 ,,,,,
cheyenne,1,NM+,$6.00 ,,,,,
cheyenne,2,NM,$4.00 ,,,,,
cheyenne,4,NM+,$3.00 ,,,,,
cheyenne,6,NM+,$3.00 ,,,,,
cheyenne,7,NM+,$3.00 ,,,,,
cheyenne,8,NM,$2.00 ,,,,,
cheyenne,9,NM+,$2.00 ,,,,,
cheyenne,10,NM,$2.00 ,,,,,
cheyenne,11,NM+,$3.00 ,,,,,
cheyenne,12,NM+,$3.00 ,,,,,
cheyenne,13,NM+,$3.00 ,,,,,
cheyenne,15,NM+,$3.00 ,,,,,
cheyenne,16,NM+,$3.00 ,,,,,
cheyenne,17,NM+,$3.00 ,,,,,
cheyenne,18,NM+,$3.00 ,,,,,
cheyenne (fc),17??,NM+,$9.00 ,,,,,
cheyenne kid,9,NM+,$3.00 ,,,,,
cheyenne kid,10,NM+,$10.00 ,,,,,
chicago mail order company,2,NM,$12.00 ,,,,,
chief,2,FN,$4.00 ,,,,,
chief (fc),290,NM+,$6.00 ,,,,,
chief crazy horse,NN,NM+,$18.00 ,,,,,
chief victorio's apache masacre,NN,NM+,$50.00 ,,,,,
chilling tales,13,FN,$3.00 ,,,,,
chilling tales,15,NM+,$4.00 ,,,,,
chilling tales,16,FN,$3.00 ,,,,,
chilling tales ,15,NM+ ,,8.5,OW ,Not CGC graded--ComicCollectors.Net grade VF+ 8.5 ,1953,Youtful Magazines
choice comics,1,NM+,$75.00 ,,,,,
choice comics,2,NM+,$35.00 ,,,,,
choice comics,3,NM+,$35.00 ,,,,,
chuck wagon,1,NM,$10.00 ,,,,,
chuckle (130 pages 1945),NN,NM,$7.00 ,,,,,
cinderella love,4,VG,$2.00 ,,,,,
cinderella love,5,VG,$2.00 ,,,,,
cinderella love,6,NM,$3.00 ,,,,,
cinderella love,9,FN,$2.00 ,,,,,
cinderella love,10,VG,$2.00 ,,,,,
cinderella love,11,G,$2.00 ,,,,,
cinderella love,12,VG,$2.00 ,,,,,
cindy,27,NM,$12.00 ,,,,,
cindy,28,NM+,$10.00 ,,,,,
cindy,29,NM+,$10.00 ,,,,,
cindy,30,NM,$8.00 ,,,,,
cindy,32,NM,$3.00 ,,,,,
cindy,33,VG,$2.00 ,,,,,
cindy,34,FN,$2.00 ,,,,,
cindy,35,FN,$2.00 ,,,,,
cindy,36,VG,$2.00 ,,,,,
cindy,37,G,$2.00 ,,,,,
cindy,38,FN,$2.00 ,,,,,
circus,1,NM,$2.00 ,,,,,
circus - the comics robot,1,VG,$110.00 ,,,,,
circus - the comics robot,2,VG,$50.00 ,,,,,
circus - the comics robot,3,NM+,$145.00 ,,,,,
circus the comic riot ,1,VG ,,4,W , ,1938,Globe Syndicate
cisco kid (1944),1,NM+,$19.00 ,,,,,
cisco kid (dell),2,NM+,$5.00 ,,,,,
cisco kid (dell),3,NM+,$5.00 ,,,,,
cisco kid (dell),4,NM+,$5.00 ,,,,,
cisco kid (dell),5,NM+,$5.00 ,,,,,
cisco kid (dell),6,NM+,$4.00 ,,,,,
cisco kid (dell),7,NM+,$4.00 ,,,,,
cisco kid (dell),8,NM+,$4.00 ,,,,,
cisco kid (dell),9,NM+,$4.00 ,,,,,
cisco kid (dell),10,NM,$3.00 ,,,,,
cisco kid (dell),11,NM,$3.00 ,,,,,
cisco kid (dell),12,FN,$2.00 ,,,,,
cisco kid (dell),13,NM,$3.00 ,,,,,
cisco kid (dell),14,FN,$2.00 ,,,,,
cisco kid (dell),15,NM,$3.00 ,,,,,
cisco kid (dell),16,FN,$2.00 ,,,,,
cisco kid (dell),18,FN,$2.00 ,,,,,
cisco kid (dell),23,NM+,$4.00 ,,,,,
cisco kid (dell),24,NM+,$4.00 ,,,,,
cisco kid (dell),25,NM+,$4.00 ,,,,,
cisco kid (dell),26,FN,$2.00 ,,,,,
cisco kid (dell),27,NM,$3.00 ,,,,,
cisco kid (dell),28,NM+,$4.00 ,,,,,
cisco kid (dell),29,NM+,$4.00 ,,,,,
cisco kid (dell),31,NM+,$4.00 ,,,,,
cisco kid (dell),32,NM+,$4.00 ,,,,,
cisco kid (dell),34,NM+,$4.00 ,,,,,
cisco kid (dell),37,NM+,$4.00 ,,,,,
cisco kid (dell),38,NM+,$4.00 ,,,,,
cisco kid (dell),39,NM,$3.00 ,,,,,
cisco kid (fc),292,NM+,$10.00 ,,,,,
city of the living dead,NN,NM,$12.00 ,,,,,
claire voyant,1,NM+,$35.00 ,,,,,
claire voyant,2,NM+,$24.00 ,,,,,
claire voyant,3,NM+,$35.00 ,,,,,
classic comics,3,NM,$13.00 ,,,,,
classic comics,19,VG,$13.00 ,,,,,
classic comics,23,NM+,$35.00 ,,,,,
classic comics,24,NM+,$35.00 ,,,,,
classic comics,25,FN,$24.00 ,,,,,
classic comics,28,NM+,$50.00 ,,,,,
classic comics,29,NM+,$55.00 ,,,,,
classic comics,30,NM+,$35.00 ,,,,,
classic comics,31,NM+,$35.00 ,,,,,
classic comics,32,NM+,$50.00 ,,,,,
classic comics,17 (2ND),FN,NO PRICE,,,,,
classics illustrated,35,G,$12.00 ,,,,,
classics illustrated,36,NM,$18.00 ,,,,,
classics illustrated,37,NM,$18.00 ,,,,,
classics illustrated,38,NM+,$40.00 ,,,,,
classics illustrated,39,NM,$35.00 ,,,,,
classics illustrated,40,NM+,$60.00 ,,,,,
classics illustrated,46,NM,$60.00 ,,,,,
classics illustrated,47,VG,$7.00 ,,,,,
classics illustrated,52,VG,$7.00 ,,,,,
classics illustrated,55,FN,$6.00 ,,,,,
classics illustrated,58,FN,$12.00 ,,,,,
classics illustrated,59,FN,$12.00 ,,,,,
classics illustrated,61,FN,$7.00 ,,,,,
classics illustrated,62,NM,$12.00 ,,,,,
classics illustrated,66,NM,$25.00 ,,,,,
classics illustrated,68,NM,$9.00 ,,,,,
classics illustrated,69,NM,$8.00 ,,,,,
classics illustrated,70,NM,$9.00 ,,,,,
classics illustrated,74,FN,$25.00 ,,,,,
classics illustrated,75,FN,$8.00 ,,,,,
classics illustrated,84,NM+,$15.00 ,,,,,
classics illustrated,85,VG,$3.00 ,,,,,
classics illustrated,86,G,$2.00 ,,,,,
classics illustrated,89,VG,$3.00 ,,,,,
classics illustrated,90,G,$2.00 ,,,,,
classics illustrated,91,FN,$6.00 ,,,,,
classics illustrated,96,FR,$2.00 ,,,,,
classics illustrated,97,VG,$3.00 ,,,,,
classics illustrated,102,NM,$4.00 ,,,,,
classics illustrated,106,G,$2.00 ,,,,,
classics illustrated,123,FN,$12.00 ,,,,,
classics illustrated,125,NM,$4.00 ,,,,,
classics illustrated,1 (36),NM,$9.00 ,,,,,
classics illustrated,112 (129),NM+,$2.00 ,,,,,
classics illustrated,21 (70),FN,$12.00 ,,,,,
classics illustrated,26 (62),FN,$9.00 ,,,,,
classics illustrated,3 (36),NM+,$12.00 ,,,,,
classics illustrated,50 (78),FN,$3.00 ,,,,,
classics illustrated,57 (94),NM,$4.00 ,,,,,
classics illustrated,64 (82),NM,$4.00 ,,,,,
classics illustrated,69 (87),FN,$3.00 ,,,,,
classics illustrated ,45,NL ,,6,OW-W , ,1948,Gilberton
classics illustrated ,8 (78),FR,$3.00 ,,,,,
clay cody gunslinger,1,FN,$2.00 ,,,,,
cloak and dagger,1,VG,$3.00 ,,,,,
clown,1,NM+,$5.00 ,,,,,
clown,2,FN,$3.00 ,,,,,
"club ""16""",1,NM+,$5.00 ,,,,,
"club ""16""",2,FN,$3.00 ,,,,,
"club ""16""",3,FN,$3.00 ,,,,,
"club ""16""",4,FN,$3.00 ,,,,,
clue,1,NM+,$100.00 ,,,,,
clue,2,NM+,$50.00 ,,,,,
clue,3,NM+,$40.00 ,,,,,
clue,4,NM,$25.00 ,,,,,
clue,5,NM+,$24.00 ,,,,,
clue,6,NM+,$20.00 ,,,,,
clue,7,NM+,$20.00 ,,,,,
clue,8,NM+,$20.00 ,,,,,
clue,9,NM+,$20.00 ,,,,,
clue,10,NM+,$20.00 ,,,,,
clue,11,NM+,$15.00 ,,,,,
clue,12,NM+,$20.00 ,,,,,
clue,V2 1,NM+,$25.00 ,,,,,
clue,V2 2,NM+,$20.00 ,,,,,
clue,V2 3,NM+,$20.00 ,,,,,
cody of the pony express,1,NM+,$5.00 ,,,,,
collossal features magazine,33,FN,$4.00 ,,,,,
collossal features magazine,34,NM+,$5.00 ,,,,,
colossus comics,1,NM+,$90.00 ,,,,,
colt .45,4,NM+,$3.00 ,,,,,
colt .45,5,NM,$2.00 ,,,,,
colt .45,6,NM+,$3.00 ,,,,,
colt .45,7,NM+,$3.00 ,,,,,
colt .45,8,NM,$2.00 ,,,,,
colt .45 (fc),924,NM+,$3.00 ,,,,,
colt .45 (fc),1004,NM+,$3.00 ,,,,,
colt .45 (fc),1058,NM,$2.00 ,,,,,
columbia,1,NM+,$19.00 ,,,,,
combat casey,8,NM,$2.00 ,,,,,
comedy,1,NM+,$12.00 ,,,,,
comedy,2,NM+,$5.00 ,,,,,
comedy,5,FN,$3.00 ,,,,,
comedy,7,FR,$2.00 ,,,,,
comedy,8,G,$2.00 ,,,,,
comedy,9,NM,$4.00 ,,,,,
comedy,10,G,$2.00 ,,,,,
comedy comics (1942),9,NM+,$225.00 ,,,,,
comedy comics (1942),10,NM+,$150.00 ,,,,,
comedy comics (1942),11,NM,$12.00 ,,,,,
comedy comics (1942),14,NM,$7.00 ,,,,,
comedy comics (1942),15,NM+,$5.00 ,,,,,
comedy comics (1942),18,NM+,$5.00 ,,,,,
comedy comics (1942),19,FN,$3.00 ,,,,,
comedy comics (1942),20,NM,$4.00 ,,,,,
comedy comics (1942),31,VG,$2.00 ,,,,,
comedy comics (1942),32,FN,$3.00 ,,,,,
comedy comics (1942),34,FN,$3.00 ,,,,,
comic capers,3,FN,$4.00 ,,,,,
comic cavalcade,1,FN,$225.00 ,,,,,
comic cavalcade,4,FN,$60.00 ,,,,,
comic cavalcade,5,NM,$80.00 ,,,,,
comic cavalcade,6,FN,$45.00 ,,,,,
comic cavalcade,7,NM,$70.00 ,,,,,
comic cavalcade,8,NM+,$90.00 ,,,,,
comic cavalcade,9,VG,$27.00 ,,,,,
comic cavalcade,10,FN,$45.00 ,,,,,
comic cavalcade,11,NM+,$80.00 ,,,,,
comic cavalcade,12,NM+,$80.00 ,,,,,
comic cavalcade,13,FN,$50.00 ,,,,,
comic cavalcade,14,FN,$35.00 ,,,,,
comic cavalcade,15,FN,$35.00 ,,,,,
comic cavalcade,16,FN,$35.00 ,,,,,
comic cavalcade,17,FN,$35.00 ,,,,,
comic cavalcade,18,FN,$35.00 ,,,,,
comic cavalcade,19,FN,$35.00 ,,,,,
comic cavalcade,20,FN,$35.00 ,,,,,
comic cavalcade,22,FR,$6.00 ,,,,,
comic cavalcade,23,FN,$30.00 ,,,,,
comic cavalcade,24,FN,$35.00 ,,,,,
comic cavalcade,26,FN,$30.00 ,,,,,
comic cavalcade,28,FN,$30.00 ,,,,,
comic cavalcade,29,FN,$30.00 ,,,,,
comic cavalcade ,1,FN ,,7,W ,Very minor amount of CT and glue on cover ,1942,D.C. Comics
comic cavalcade ,8,NM+ ,,9.6,W , ,1944,D.C. Comics
comic cavalcade ,12,FN ,,3.5,W , ,1945,D.C. Comics
comic cavalcade ,13,FN ,,8,OW-W , ,1945,D.C. Comics
comic cavalcade ,14,FN ,,7.5,W , ,1946,D.C. Comics
comic cavalcade ,15,FN ,,7,OW-W , ,1946,D.C. Comics
comic cavalcade ,18,FN ,,9.4,W ,Old grade VF-7.5 ,1946,D.C. Comics
comic cavalcade ,20,FN ,,7,W , ,1947,D.C. Comics
comic cavalcade ,22,FR ,,6.5,W , ,1947,D.C. Comics
comic cavalcade ,23,FN ,,8,W , ,1947,D.C. Comics
comic cavalcade ,29,FN ,,7.5,OW , ,1948,D.C. Comics
comic comics,1,NM+,$12.00 ,,,,,
comic comics,2,NM+,$15.00 ,,,,,
comic comics,4,NM+,$15.00 ,,,,,
comic land,1,NM+,$10.00 ,,,,,
comics,1,NM,$70.00 ,,,,,
comics,2,NM,$35.00 ,,,,,
comics,3,VG,$13.00 ,,,,,
comics,4,FN,$20.00 ,,,,,
comics,6,NM+,$35.00 ,,,,,
comics,7,NM,$30.00 ,,,,,
comics,8,G,$8.00 ,,,,,
comics,9,FN,$20.00 ,,,,,
comics,10,NM,$30.00 ,,,,,
comics,11,NM,$40.00 ,,,,,
comics for kids,1,NM+,$5.00 ,,,,,
comics novel,1,NM+,$35.00 ,,,,,
comics on parade,5,FN,$24.00 ,,,,,
comics on parade,6,FN,$20.00 ,,,,,
comics on parade,7,FN,$9.00 ,,,,,
comics on parade,9,FN,$20.00 ,,,,,
comics on parade,10,NM,$30.00 ,,,,,
comics on parade,12,NM,$25.00 ,,,,,
comics on parade,13,NM,$25.00 ,,,,,
comics on parade,14,FN,$18.00 ,,,,,
comics on parade,16,NM,$25.00 ,,,,,
comics on parade,29,FN,$15.00 ,,,,,
comics on parade,37,FN,$7.00 ,,,,,
comics on parade,40,NM,$9.00 ,,,,,
comics on parade,45,NM+,$16.00 ,,,,,
comics on parade,48,FN,$7.00 ,,,,,
comics on parade,49,NM+,$16.00 ,,,,,
comics on parade,51,NM+,$12.00 ,,,,,
comics on parade,52,FN,$4.00 ,,,,,
comics on parade,55,FN,$3.00 ,,,,,
comics on parade,56,G,$2.00 ,,,,,
comics on parade,57,NM,$4.00 ,,,,,
comics on parade,58,NM+,$12.00 ,,,,,
comics on parade,60,NM,$5.00 ,,,,,
comics on parade,62,FN,$3.00 ,,,,,
comics on parade,64,FN,$3.00 ,,,,,
comics on parade,65,NM,$4.00 ,,,,,
comics on parade ,9,FN ,,6,OW-W , ,1938,United Features Syndicate
comics on parade ,12,NM ,,8.5,OW-W , ,1939,United Features Syndicate
comics on parade ,13,NM ,,9,OW , ,1939,United Features Syndicate
comics on parade ,14,FN ,,7,OW-W , ,1939,United Features Syndicate
comics on parade ,16,NM ,,8,W , ,1939,United Features Syndicate
comics on parade ,29,FN ,,6,W , ,1940,United Features Syndicate
comics on parade ,37,FN ,,5.5,OW-W , ,1942,United Features Syndicate
comics on parade ,40,NM ,,7,W , ,1943,United Features Syndicate
comics review,1,FN,$5.00 ,,,,,
complete book of comics & funnies,NN,FN,$18.00 ,,,,,
complete book of true crime comics,NN,NM+,$50.00 ,,,,,
complete comics,2,NM+,$150.00 ,,,,,
complete love,1,NM,$3.00 ,,,,,
complete love,3,NM,$3.00 ,,,,,
confessions of love,11,FN,$2.00 ,,,,,
confessions of love,13,FN,$2.00 ,,,,,
confessions of love,14,FN,$2.00 ,,,,,
confessions of love ,12,NL ,,7.5,OW , ,1952,Star Publications
congo bill,2,FN,$7.00 ,,,,,
congo bill,5,NM+,$12.00 ,,,,,
congo bill,6,NM,$9.00 ,,,,,
congo bill ,2,FN ,,8,OW , ,1954,D.C. Comics
congo bill ,6,NM ,,9,W , ,1955,D.C. Comics
conqueror comics (1945),NN,NM+,$7.00 ,,,,,
contact comics,1,NM+,$20.00 ,,,,,
contact comics,2,NM,$10.00 ,,,,,
contact comics,3,NM,$10.00 ,,,,,
contact comics,4,NM+,$12.00 ,,,,,
contact comics,5,NM+,$12.00 ,,,,,
contact comics,6,NM+,$12.00 ,,,,,
contact comics,7,NM+,$10.00 ,,,,,
contact comics,8,NM+,$10.00 ,,,,,
contact comics,9,NM+,$10.00 ,,,,,
contact comics,10,NM+,$10.00 ,,,,,
contact comics,11,NM+,$15.00 ,,,,,
contact comics,12,NM+,$10.00 ,,,,,
coo coo comics,18,VG,$2.00 ,,,,,
coo coo comics,28,FN,$2.00 ,,,,,
coo coo comics,30,NM,$3.00 ,,,,,
cookie,1,NM+,$4.00 ,,,,,
cookie,2,NM+,$3.00 ,,,,,
cookie,3,NM+,$3.00 ,,,,,
cookie,4,NM,$3.00 ,,,,,
cookie,5,NM+,$3.00 ,,,,,
cookie,6,NM+,$3.00 ,,,,,
cookie,7,NM+,$3.00 ,,,,,
cookie,9,FN,$2.00 ,,,,,
cookie,10,FN,$2.00 ,,,,,
cookie,11,NM,$2.00 ,,,,,
cookie,12,NM+,$3.00 ,,,,,
cookie,13,NM+,$3.00 ,,,,,
cookie,14,FN,$2.00 ,,,,,
cookie,15,VG,$2.00 ,,,,,
cookie,16,NM+,$3.00 ,,,,,
cookie,17,NM+,$3.00 ,,,,,
cookie,18,FN,$2.00 ,,,,,
cookie,19,VG,$2.00 ,,,,,
cookie,20,NM+,$3.00 ,,,,,
cookie,22,G,$2.00 ,,,,,
cookie,24,NM,$2.00 ,,,,,
cookie,25,FN,$2.00 ,,,,,
cookie,26,VG,$2.00 ,,,,,
cookie,27,FN,$2.00 ,,,,,
cookie,28,FN,$2.00 ,,,,,
cookie,29,NM,$2.00 ,,,,,
cookie,30,FN,$2.00 ,,,,,
cookie,31,NM+,$3.00 ,,,,,
cookie,32,FN,$2.00 ,,,,,
cookie,33,FN,$2.00 ,,,,,
copper canyon,NN,NM+,$20.00 ,,,,,
courage,2,NM+,$5.00 ,,,,,
courage,77,NM+,$5.00 ,,,,,
cow puncher,1,NM+,$30.00 ,,,,,
cow puncher,3,NM+,$15.00 ,,,,,
cow puncher,4,NM+,$30.00 ,,,,,
cow puncher,5,NM,$12.00 ,,,,,
cow puncher,6,NM+,$18.00 ,,,,,
cow puncher,7,NM+,$15.00 ,,,,,
cowboy & injuns,1,NM+,$4.00 ,,,,,
cowboy & injuns,2,NM,$3.00 ,,,,,
cowboy & injuns,4,FN,$2.00 ,,,,,
cowboy & injuns,5,FN,$2.00 ,,,,,
cowboy & injuns (a-1),6,NM+,$4.00 ,,,,,
cowboy action,10,NM+,$4.00 ,,,,,
cowboy comics,11,NM+,$12.00 ,,,,,
cowboy comics,13,NM+,$35.00 ,,,,,
cowboy comics,14,NM,$25.00 ,,,,,
cowboy love,1,NM+,$5.00 ,,,,,
cowboy love,2,NM,$3.00 ,,,,,
cowboy love,3,NM+,$4.00 ,,,,,
cowboy love,4,NM+,$4.00 ,,,,,
cowboy love,5,FN,$2.00 ,,,,,
cowboy love,6,NM,$3.00 ,,,,,
cowboy love,7,NM,$3.00 ,,,,,
cowboy love,8,NM+,$4.00 ,,,,,
cowboy love,9,NM+,$4.00 ,,,,,
cowboy love,10,VG,$2.00 ,,,,,
cowboy love,11,NM,$3.00 ,,,,,
cowboy love,28,NM,$3.00 ,,,,,
cowboy romances,1,NM,$8.00 ,,,,,
cowboy romances,2,NM+,$9.00 ,,,,,
cowboy romances,3,FN,$5.00 ,,,,,
cowboy western,17,NM+,$4.00 ,,,,,
cowboy western,18,FN,$2.00 ,,,,,
cowboy western,19,NM+,$4.00 ,,,,,
cowboy western,20,FN,$2.00 ,,,,,
cowboy western,21,VG,$2.00 ,,,,,
cowboy western,23,G,$2.00 ,,,,,
cowboy western,24,FN,$2.00 ,,,,,
cowboy western,25,FN,$2.00 ,,,,,
cowboy western,29,VG,$2.00 ,,,,,
cowboy western,30,NM,$3.00 ,,,,,
cowboy western,31,NM,$3.00 ,,,,,
cowboy western,32,VG,$2.00 ,,,,,
cowboy western,33,FN,$2.00 ,,,,,
cowboy western,35,FN,$2.00 ,,,,,
cowboy western,37,FN,$2.00 ,,,,,
cowboy western,38,FN,$2.00 ,,,,,
cowboy western,39,FN,$2.00 ,,,,,
cowboy western,62,NM,$3.00 ,,,,,
cowboy western ,19,NM+ ,,9,W , ,1948,Charlton Comics
cowgirl romances,1,NM+,$15.00 ,,,,,
cowgirl romances,2,NM+,$9.00 ,,,,,
cowgirl romances,3,NM+,$9.00 ,,,,,
cowgirl romances,4,NM+,$9.00 ,,,,,
cowgirl romances,5,NM+,$9.00 ,,,,,
cowgirl romances,6,NM+,$9.00 ,,,,,
cowgirl romances,7,NM+,$9.00 ,,,,,
cowgirl romances,8,NM+,$9.00 ,,,,,
cowgirl romances,9,NM+,$9.00 ,,,,,
cowgirl romances,10,NM+,$9.00 ,,,,,
cowgirl romances,11,NM+,$9.00 ,,,,,
cowgirl romances,12,NM+,$9.00 ,,,,,
cowgirl romances ,1,NM+ ,,9.4,W ,2 copies?????? ,1950,Fiction House
cowgirl romances ,11,NM+ ,,9,W , ,1952,Fiction House
crack comics,25,NM+,$90.00 ,,,,,
crack comics,26,NM,$40.00 ,,,,,
crack comics,27,NM+,$150.00 ,,,,,
crack comics,28,NM+,$55.00 ,,,,,
crack comics,29,NM+,$55.00 ,,,,,
crack comics,30,NM+,$55.00 ,,,,,
crack comics,31,NM+,$35.00 ,,,,,
crack comics,32,NM+,$35.00 ,,,,,
crack comics,33,NM+,$35.00 ,,,,,
crack comics,34,NM+,$35.00 ,,,,,
crack comics,35,NM+,$35.00 ,,,,,
crack comics,36,NM,$20.00 ,,,,,
crack comics,37,NM+,$25.00 ,,,,,
crack comics,38,NM+,$25.00 ,,,,,
crack comics,39,NM+,$25.00 ,,,,,
crack comics,40,NM+,$25.00 ,,,,,
crack comics,42,NM,$12.00 ,,,,,
crack comics,43,NM,$12.00 ,,,,,
crack comics,44,NM,$12.00 ,,,,,
crack comics,45,FN,$9.00 ,,,,,
crack comics,46,NM+,$18.00 ,,,,,
crack comics,47,NM+,$18.00 ,,,,,
crack comics,48,G,$4.00 ,,,,,
crack comics,49,NM+,$18.00 ,,,,,
crack comics,50,NM+,$18.00 ,,,,,
crack comics,51,NM+,$15.00 ,,,,,
crack comics,52,NM+,$15.00 ,,,,,
crack comics,53,FN,$8.00 ,,,,,
crack comics,54,NM+,$15.00 ,,,,,
crack comics,55,FN,$8.00 ,,,,,
crack comics,56,NM+,$15.00 ,,,,,
crack comics,57,NM,$11.00 ,,,,,
crack comics,58,FN,$8.00 ,,,,,
crack comics,59,NM+,$15.00 ,,,,,
crack comics,60,NM,$11.00 ,,,,,
crack comics,61,FN,$8.00 ,,,,,
crack comics,62,NM+,$15.00 ,,,,,
crack comics,63,NM+,$12.00 ,,,,,
crack comics,64,NM+,$9.00 ,,,,,
crack comics,65,NM,$7.00 ,,,,,
crack comics,66,NM,$4.00 ,,,,,
crack comics,67,NM+,$5.00 ,,,,,
crack comics,68,NM+,$5.00 ,,,,,
crack comics,69,NM+,$9.00 ,,,,,
crack comics,70,VG,$3.00 ,,,,,
crack comics,71,NM,$8.00 ,,,,,
crack comics,72,NM+,$5.00 ,,,,,
crack comics,74,FN,$3.00 ,,,,,
crack comics,75,NM+,$5.00 ,,,,,
crack comics,76,NM+,$5.00 ,,,,,
crack comics,77,NM,$4.00 ,,,,,
crack comics,78,VG,$2.00 ,,,,,
crack comics,79,NM,$4.00 ,,,,,
crack comics,80,VG,$2.00 ,,,,,
crack comics,81,FN,$3.00 ,,,,,
crack comics,82,FR,$2.00 ,,,,,
crack comics,83,G,$3.00 ,,,,,
crack comics,84,VG,$3.00 ,,,,,
crack comics ,29,NM+ ,,9.6,W , ,1943,Quality Comics
crack comics ,55,FN ,,9,OW-W , ,1948,Quality Comics
crack western ,65,NM ,,9.6,OW , ,1950,Quality Comics
crack western ,69,NM+ ,,8.5,W , ,1950,Quality Comics
crack western ,71,NM ,,9.2,OW-W , ,1951,Quality Comics
crackajack funnies,1,NM+,$160.00 ,,,,,
crackajack funnies,3,NM,$55.00 ,,,,,
crackajack funnies,4,NM,$35.00 ,,,,,
crackajack funnies,5,NM+,$50.00 ,,,,,
crackajack funnies,6,FN,$22.00 ,,,,,
crackajack funnies,7,NM,$30.00 ,,,,,
crackajack funnies,8,NM,$30.00 ,,,,,
crackajack funnies,9,NM+,$45.00 ,,,,,
