
Title,Issue #,MHC Grade,MHC Price,CGC Grade,Page Quality,Note,Year,Publisher,Comments
4 most ,2,NM+ ,,9.2,OW-W , ,1942,Novelty Press,
4 most ,3,NM ,,7.5,OW , ,1942,Novelty Press,
4 most ,4,NM+ ,,9.6,W , ,1942,Novelty Press,
a date with judy,1,NM+,$15.00 ,,,,1947,National,
a date with judy,2,NM+,$8.00 ,,,,1947,National,
a date with judy,3,NM+,$8.00 ,9.6,OW-W , ,1948,National,
a date with judy,4,NM,$6.00 ,,,,1948,National,
a date with judy,5,NM+,$8.00 ,,,,1948,National,
a date with judy,6,NM+,$8.00 ,,,,1948,National,
a date with judy,7,FN,$4.00 ,,,,1948,National,
a date with judy,8,NM+,$8.00 ,,,,1948,National,
a date with judy,9,G,$2.00 ,,,,1949,National,
a date with judy,10,G,$2.00 ,,,,1949,National,
a date with judy,11,G,$2.00 ,,,,1949,National,
a date with judy,12,FN,$2.00 ,,,,1949,National,
a date with judy,13,NM,$3.00 ,,,,1949,National,
a date with judy,14,FN,$2.00 ,,,,1949,National,
a date with judy,15,G,$2.00 ,,,,1950,National,
a date with judy,16,FN,$2.00 ,,,,1950,National,
a date with judy,17,FN,$2.00 ,,,,1950,National,
a-1 comics,1,NM,$4.00 ,,,,1945,Magazine Enterprises,
a-1 comics,3,NM+,$6.00 ,,,,1946,Magazine Enterprises,
a-1 comics,4,NM+,$6.00 ,,,,1946,Magazine Enterprises,
a-1 comics,5,NM,$6.00 ,,,,1946,Magazine Enterprises,
a-1 comics,6,NM+,$4.00 ,,,,1946,Magazine Enterprises,
a-1 comics,7,NM+,$5.00 ,,,,1946,Magazine Enterprises,
a-1 comics,8,NM+,$5.00 ,,,,1947,Magazine Enterprises,
a-1 comics,9,VG,$3.00 ,,,,1947,Magazine Enterprises,
a-1 comics,10,NM+,$4.00 ,,,,1947,Magazine Enterprises,
abbie & slats,1,FN,$6.00 ,,,,1948,United Features Syndicate,
abbie & slats,2,FN,$5.00 ,,,,1948,United Features Syndicate,
abbie & slats,3,NM,$7.00 ,,,,1948,United Features Syndicate,
abbie & slats,4,NM,$8.00 ,,,,1948,United Features Syndicate,
abbie & slats (single series),25,G,$8.00 ,,,,1940,United Features Syndicate,
abbott & costello,1,VG,$6.00 ,,,,1948,St. John,
abbott & costello,2,NM+,$6.00 ,,,,1948,St. John,
abbott & costello,3,NM+,$8.00 ,,,,1948,St. John,
abbott & costello,4,NM+,$7.00 ,,,,1948,St. John,
abbott & costello,5,VG,$3.00 ,,,,1948,St. John,
abbott & costello,6,NM,$7.00 ,,,,1949,St. John,
abbott & costello,7,FN,$4.00 ,,,,1949,St. John,
ace comics ,1,FN ,NP,7.5,OW-W ,Slight (A) ,1937,David McKay,
ace comics ,2,FN,$65.00 ,,,,1937,David McKay,
ace comics ,5,FN,$45.00 ,,,,1937,David McKay,
ace comics ,6,VG,$28.00 ,,,,1937,David McKay,
ace comics ,7,FN,$30.00 ,,,,1937,David McKay,
ace comics ,8,VG,$28.00 ,,,,1937,David McKay,
ace comics ,9,VG,$28.00 ,,,,1937,David McKay,
ace comics ,10,NM,$45.00 ,,,,1938,David McKay,
ace comics ,11,FN,$26.00 ,,,,1938,David McKay,
ace comics ,12,NM,$30.00 ,,,,1938,David McKay,
ace comics ,13,VG,$14.00 ,,,,1938,David McKay,
ace comics ,14,NM,$30.00 ,,,,1938,David McKay,
ace comics ,15,NM,$30.00 ,,,,1938,David McKay,
ace comics ,16,NM,$30.00 ,,,,1938,David McKay,
ace comics ,17,NM,$30.00 ,,,,1938,David McKay,
ace comics ,18,VG,$14.00 ,,,,1938,David McKay,
ace comics ,19,VG,$14.00 ,,,,1938,David McKay,
ace comics ,20,G,$9.00 ,,,,1938,David McKay,
ace comics ,21,FN,$24.00 ,,,,1938,David McKay,
ace comics ,22,NM,$30.00 ,,,,1939,David McKay,
ace comics ,23,NM,$30.00 ,,,,1939,David McKay,
ace comics ,24,FN,$24.00 ,,,,1939,David McKay,
ace comics ,25,VG,$14.00 ,,,,1939,David McKay,
ace comics ,26,FN,$60.00 ,,,,1939,David McKay,
ace comics ,27,G,$7.00 ,,,,1939,David McKay,
ace comics ,28,VG,$10.00 ,,,,1939,David McKay,
ace comics ,29,G,$6.00 ,,,,1939,David McKay,
ace comics ,30,G,$6.00 ,,,,1939,David McKay,
ace comics ,31,VG,$9.00 ,,,,1939,David McKay,
ace comics ,32,VG,$9.00 ,,,,1939,David McKay,
ace comics ,34,FN,$13.00 ,,,,1940,David McKay,
ace comics ,35,G,$13.00 ,,,,1940,David McKay,
ace comics ,36,FN,$15.00 ,,,,1940,David McKay,
ace comics ,37,G,$5.00 ,,,,1940,David McKay,
ace comics ,38,G,$5.00 ,,,,1940,David McKay,
ace comics ,39,FN,$15.00 ,,,,1940,David McKay,
ace comics ,40,VG,$9.00 ,,,,1940,David McKay,
ace comics ,41,G,$4.00 ,9,OW-W , ,1940,David McKay,
ace comics ,42,VG,$7.00 ,,,,1940,David McKay,
ace comics ,45,VG,$7.00 ,,,,1940,David McKay,
ace comics ,46,VG,$7.00 ,,,,1941,David McKay,
ace comics ,47,VG,$7.00 ,,,,1941,David McKay,
ace comics ,48,VG,$7.00 ,,,,1941,David McKay,
ace comics ,49,VG,$7.00 ,,,,1941,David McKay,
ace comics ,50,G,$4.00 ,,,,1941,David McKay,
ace comics ,51,VG,$5.00 ,,,,1941,David McKay,
ace comics ,53,G,$5.00 ,,,,1941,David McKay,
ace comics ,54,VG,$9.00 ,,,,1941,David McKay,
ace comics ,55,NM,$13.00 ,6.5,W , ,1941,David McKay,
ace comics ,56,FN,$8.00 ,,,,1941,David McKay,
ace comics ,57,FN,$8.00 ,,,,1941,David McKay,
ace comics ,66,FN,$7.00 ,,,,1942,David McKay,
ace comics ,68,VG,$5.00 ,,,,1942,David McKay,
ace comics ,69,NM+,$15.00 ,,,,1942,David McKay,
ace comics ,71,NL ,,8.5,OW-W , ,1943,David McKay,
ace comics ,73,FN,$7.00 ,,,,1943,David McKay,
ace comics ,90,VG,$5.00 ,,,,1944,David McKay,
ace comics ,91,FN,$5.00 ,,,,1944,David McKay,
ace comics ,93,FN,$5.00 ,,,,1944,David McKay,
ace comics ,95,VG,$4.00 ,,,,1945,David McKay,
ace comics ,97,FN,$5.00 ,,,,1945,David McKay,
ace comics ,98,VG,$4.00 ,,,,1945,David McKay,
ace comics ,99,VG,$4.00 ,,,,1945,David McKay,
ace comics ,100,NM,$8.00 ,,,,1945,David McKay,
ace comics ,102,FN,$5.00 ,,,,1945,David McKay,
ace comics ,103,VG,$3.00 ,,,,1945,David McKay,
ace comics ,104,G,$2.00 ,,,,1945,David McKay,
ace comics ,105,FN,$5.00 ,9,CR-OW , ,1945,David McKay,
ace comics ,107,NM,$7.00 ,,,,1946,David McKay,
ace comics ,111,NM,$7.00 ,,,,1946,David McKay,
ace comics ,112,VG,$3.00 ,,,,1946,David McKay,
ace comics ,113,NM,$7.00 ,7,W , ,1946,David McKay,
ace comics ,115,NM,$7.00 ,7.5,OW-W , ,1946,David McKay,
ace comics ,118,VG,$3.00 ,,,,1947,David McKay,
ace comics ,119,VG,$3.00 ,,,,1947,David McKay,
ace comics ,122,FN,$5.00 ,,,,1947,David McKay,
ace comics ,126,VG,$3.00 ,,,,1947,David McKay,
ace comics ,127,VG,$5.00 ,,,,1947,David McKay,
ace comics ,128,FN,$5.00 ,,,,1947,David McKay,
ace comics ,131,VG,$3.00 ,,,,1948,David McKay,
ace comics ,132,VG,$3.00 ,,,,1948,David McKay,
ace comics ,133,VG,$3.00 ,,,,1948,David McKay,
ace comics ,134,FN,$5.00 ,,,,1948,David McKay,
ace comics ,135,FN,$5.00 ,,,,1948,David McKay,
ace comics ,137,VG,$3.00 ,,,,1948,David McKay,
ace comics ,139,VG,$3.00 ,,,,1948,David McKay,
ace comics ,141,NM,$7.00 ,,,,1948,David McKay,
ace comics ,144,NM,$7.00 ,,,,1949,David McKay,
ace comics ,145,VG,$3.00 ,,,,1949,David McKay,
ace comics ,146,NM+,$8.00 ,,,,1949,David McKay,
ace comics ,148,G,$2.00 ,,,,1949,David McKay,
action comics ,22,NM,$180.00 ,,,,1940,National,
action comics ,23,FN,$145.00 ,,,,1940,National,
action comics ,24,NL ,,9.4,W , ,1940,National,
action comics ,25,NL ,,9.6,W , ,1940,National,
action comics ,27,NM,$150.00 ,,,,1940,National,
action comics ,28,NM,$150.00 ,9.2,W , ,1940,National,
action comics ,29,NM,$150.00 ,,,,1940,National,
action comics ,30,NM+,$150.00 ,9.2,OW-W , ,1940,National,
action comics ,32,NM,$100.00 ,,,,1941,National,
action comics ,34,NM,$125.00 ,,,,1941,National,
action comics ,35,NL ,,9.2,W , ,1941,National,
action comics ,36,NM,$100.00 ,,,,1941,National,
action comics ,38,NM+,$125.00 ,9,OW-W , ,1941,National,
action comics ,42,NM,$100.00 ,,,,1942,National,
action comics ,44,NM,$85.00 ,,,,1942,National,
action comics ,45,NM,$85.00 ,,,,1942,National,
action comics ,48,NL ,,9,OW-W , ,1942,National,
action comics ,49,NM,$85.00 ,,,,1942,National,
action comics ,50,NL ,,9.4,W , ,1942,National,
action comics ,55,NL ,,9.6, , ,1942,National,
action comics ,57,NM ,,8.5,OW-W , ,1943,National,
action comics ,59,NM,$60.00 ,8.5,OW-W , ,1943,National,
action comics ,61,NM,$55.00 ,9.4,W , ,1943,National,
action comics ,63,NL ,,9.6,OW-W , ,1943,National,
action comics ,64,NL ,,9.4,W , ,1943,National,
action comics ,65,NM,$55.00 ,9.4,W , ,1943,National,
action comics ,67,NM,$55.00 ,,,,1943,National,
action comics ,68,NM+,$65.00 ,9.4,OW-W , ,1943,National,
action comics ,70,NL ,,9.8,OW-W , ,1943,National,
action comics ,71,NM+,$50.00 ,,,,1944,National,
action comics ,72,,,8,,,1944,National,
action comics ,73,NM+,$50.00 ,,,,1944,National,
action comics ,74,NL ,,9.6,W , ,1944,National,
action comics ,75,NM+,$50.00 ,,,,1944,National,
action comics ,76,NM+,$50.00 ,,,,1944,National,
action comics ,77,NM,$40.00 ,8.5,OW-W ,Edge of back cover trimmed ,1944,National,
action comics ,78,NM+,$40.00 ,9.6,OW-W , ,1944,National,
action comics ,79,NM,$40.00 ,,,,1944,National,
action comics ,80,NM+,$40.00 ,,,,1945,National,
action comics ,81,NM+,$35.00 ,9.6,W , ,1945,National,
action comics ,82,NM,$35.00 ,,,,1945,National,
action comics ,83,NM+,$45.00 ,,,,1945,National,
action comics ,84,NM+,$45.00 ,,,,1945,National,
action comics ,85,NM+,$45.00 ,,,,1945,National,
action comics ,86,NM+,$45.00 ,,,,1945,National,
action comics ,87,NM+,$45.00 ,9,OW , ,1945,National,
action comics ,88,NM+,$45.00 ,9.4, ,Left edge of back cover trimmed ,1945,National,
action comics ,90,NM+,$45.00 ,,,,1945,National,
action comics ,91,NM+,$40.00 ,,,,1945,National,
action comics ,92,NM+,$40.00 ,9.4,OW-W , ,1946,National,
action comics ,93,NM+,$40.00 ,,,,1946,National,
action comics ,94,NM+,$40.00 ,9.2,OW-W , ,1946,National,
action comics ,95,NM+,$40.00 ,,, ,1946,National,
action comics ,96,NM+,$40.00 ,9.8,OW-W , ,1946,National,
action comics ,98,NM,$35.00 ,9.8,OW-W , ,1946,National,
action comics ,99,NM+,$40.00 ,9.6,OW-W , ,1946,National,
action comics ,100,VG,$12.00 ,,,,1946,National,
action comics ,102,NL ,,9.6,W , ,1946,National,
action comics ,103,NM,$30.00 ,,,,1946,National,
action comics ,104,NM+,$35.00 ,,,,1947,National,
action comics ,106,NM,$30.00 ,9, , ,1947,National,
action comics ,108,NM+,$35.00 ,9.6,OW , ,1947,National,
action comics ,109,NM,$30.00 ,,,,1947,National,
action comics ,111,NM+,$35.00 ,,,,1947,National,
action comics ,112,NM+,$35.00 ,9.6,OW , ,1947,National,
action comics ,113,NM,$30.00 ,,,,1947,National,
action comics ,115,NM+,$35.00 ,,,,1947,National,
action comics ,116,NM+,$35.00 ,,,,1948,National,
action comics ,117,FAIR,$3.00 ,,,,1948,National,
action comics ,118,NM+,$35.00 ,,,,1948,National,
action comics ,119,NM+,$35.00 ,,,,1948,National,
action comics ,120,NM+,$35.00 ,,,,1948,National,
action comics ,124,VG,$9.00 ,,,,1948,National,
action comics ,126,NM,$25.00 ,,,,1948,National,
action comics ,127,NM,$25.00 ,,,,1948,National,
action comics ,128,NM,$25.00 ,,,,1949,National,
action comics ,129,NM+,$30.00 ,,,,1949,National,
action comics ,131,NM+,$24.00 ,,,,1949,National,
action comics ,132,VG,$7.00 ,,,,1949,National,
action comics ,133,NM+,$25.00 ,,,,1949,National,
action comics ,134,FN,$11.00 ,,,,1949,National,
action comics ,135,G,$4.00 ,,,,1949,National,
action comics ,137,NM,$18.00 ,8,OW-W ,Old grade VF- 7.5 ,1949,National,
action comics ,140,NM,$18.00 ,,,,1950,National,
action comics ,141,FN,$11.00 ,,,,1950,National,
action comics ,142,NM,$22.00 ,,,,1950,National,
action comics ,144,FN,$11.00 ,,,,1950,National,
action comics ,146,NM+,$22.00 ,,,,1950,National,
action comics ,147,VG,$7.00 ,,,,1950,National,
action comics ,148,NM,$18.00 ,,,,1950,National,
action comics ,149,VG,$7.00 ,,,,1950,National,
action comics ,150,NM,$18.00 ,9,OW-W , ,1950,National,
action comics ,151,NM,$18.00 ,7.5,W , ,1950,National,
action comics ,152,NM,$18.00 ,,,,1951,National,
action comics ,153,FN,$11.00 ,,,,1951,National,
action comics ,154,NM+,$25.00 ,,,,1951,National,
action comics ,155,NM,$18.00 ,9,W , ,1951,National,
action comics ,156,NM,$18.00 ,,,,1951,National,
action comics ,157,NM,$18.00 ,,,,1951,National,
action comics ,158,FN,$11.00 ,,,,1951,National,
action comics ,159,NM,$18.00 ,8,W , ,1951,National,
action comics ,160,NM,$18.00 ,,,,1951,National,
action comics ,162,FN,$9.00 ,,,,1951,National,
action comics ,163,NM,$16.00 ,8,OW-W , ,1951,National,
action comics ,164,FN,$9.00 ,,,,1952,National,
action comics ,165,VG,$5.00 ,,,,1952,National,
action comics ,166,NM,$16.00 ,,,,1952,National,
action comics ,167,NM,$16.00 ,,,,1952,National,
action comics ,169,VG,$5.00 ,,,,1952,National,
action comics ,170,G,$3.00 ,,,,1952,National,
action comics ,171,G,$3.00 ,,,,1952,National,
action comics ,172,FN,$9.00 ,,,,1952,National,
action comics ,173,FN,$9.00 ,,,,1952,National,
action comics ,174,FN,$9.00 ,,,,1952,National,
action comics ,176,FN,$9.00 ,,,,1953,National,
action comics ,178,FN,$9.00 ,,,,1953,National,
action comics ,179,FN,$9.00 ,,,,1953,National,
action comics ,180,VG,$5.00 ,,,,1953,National,
action comics ,181,FN,$8.00 ,,,,1953,National,
action comics ,185,FN,$8.00 ,,,,1953,National,
actual confessions,14,FN,$2.00 ,,,,1952,Timely,
actual romances,1,VG,$3.00 ,,,,1949,Timely,
actual romances,2,VG,$3.00 ,,,,1950,Timely,
adventure bound,238,NM,$5.00 ,,,,1949,Dell,
adventure comics ,33,NM+ ,$75.00 ,9.2,OW-W , ,1938,National,
adventure comics ,34,NL ,,9.4,W , ,1938,National,
adventure comics ,35,NM ,$60.00 ,9.2,OW-W , ,1939,National,
adventure comics ,36,NL ,,9.6,W , ,1939,National,
adventure comics,37,NM,$60.00 ,,,,1939,National,
adventure comics ,38,NM ,$60.00 ,7.5,OW-W , ,1939,National,
adventure comics ,39,NL ,,9.6,OW-W , ,1939,National,
adventure comics ,40,NM+ ,$750.00 ,9.2,OW-W ,Slight (A) ,1939,National,
adventure comics ,41,NL ,,9.6,OW-W , ,1939,National,
adventure comics ,42,NL ,,9.4,OW-W , ,1939,National,
adventure comics ,43,NM+ ,$180.00 ,9.6,OW , ,1939,National,
adventure comics,44,NM+,$180.00 ,,,,1939,National,
adventure comics ,45,NL ,,9.6,OW , ,1939,National,
adventure comics,46,NM+,$180.00 ,,,,1940,National,
adventure comics ,48,NL ,,8.5,W , ,1940,National,
adventure comics,49,NM+,$200.00 ,,,,1940,National,
adventure comics,50,NM+,$200.00 ,,,,1940,National,
adventure comics,52,NM+,$180.00 ,,,,1940,National,
adventure comics,53,NM+,$180.00 ,,,,1940,National,
adventure comics,56,NM+,$180.00 ,,,,1940,National,
adventure comics ,58,NL ,,9,OW-W , ,1941,National,
adventure comics ,61,NL ,,9.4,W ,Slight (P) moderate CT tear seal ,1941,National,
adventure comics,68,NM+,$150.00 ,,,,1941,National,
adventure comics,69,NM+,$200.00 ,,,,1941,National,
adventure comics ,72,NL ,,9.8,W ,Old grade NM+9.6 -  ,1942,National,
adventure comics ,75,NL ,,9.4,W , ,1942,National,
adventure comics ,76,NL ,,9.6,OW-W , ,1942,National,
adventure comics ,77,NL ,,9.8,W , ,1942,National,
adventure comics ,78,NL ,,9.2,W , ,1942,National,
adventure comics ,79,NL ,,9.6,W , ,1942,National,
adventure comics ,80,NL ,,9.6,W , ,1942,National,
adventure comics,83,NM+,$150.00 ,,,,1943,National,
adventure comics,84,NM,$120.00 ,,,,1943,National,
adventure comics ,85,NL ,,9.2,W , ,1943,National,
adventure comics,86,NM+,$150.00 ,,,,1944,National,
adventure comics ,89,NM+ ,$150.00 ,9.2,W , ,1944,National,
adventure comics ,90,NL ,,9.2,W , ,1944,National,
adventure comics,92,NM+,$150.00 ,,,,1944,National,
adventure comics ,97,NL ,,9.8,W , ,1945,National,
adventure comics,99,G,$11.00 ,,,,1945,National,
adventure comics ,100,NL ,,9.2,OW-W , ,1945,National,
adventure comics ,103,NL ,,9.6,OW-W , ,1946,National,
adventure comics,106,NM,$35.00 ,,,,1946,National,
adventure comics,108,NM+,$45.00 ,,,,1946,National,
adventure comics,111,FN,$18.00 ,,,,1946,National,
adventure comics ,114,NL ,,7,OW-W , ,1947,National,
adventure comics,116,NM,$30.00 ,,,,1947,National,
adventure comics,118,NM+,$35.00 ,,,,1947,National,
adventure comics ,119,NM+ ,$35.00 ,9.6,W , ,1947,National,
adventure comics,120,FN,$18.00 ,,,,1947,National,
adventure comics,121,FN,$18.00 ,,,,1947,National,
adventure comics,123,NM+,$30.00 ,,,,1947,National,
adventure comics,124,NM+,$30.00 ,,,,1948,National,
adventure comics,126,NM+,$30.00 ,,,,1948,National,
adventure comics,128,NM,$25.00 ,,,,1948,National,
adventure comics,132,VG,$7.00 ,,,,1948,National,
adventure comics,133,FN,$11.00 ,,,,1948,National,
adventure comics,134,FN,$11.00 ,,,,1948,National,
adventure comics,135,NM,$15.00 ,,,,1948,National,
adventure comics,137,FN,$11.00 ,,,,1948,National,
adventure comics,138,FN,$11.00 ,,,,1949,National,
adventure comics,140,FN,$11.00 ,,,,1949,National,
adventure comics,141,FN,$9.00 ,,,,1949,National,
adventure comics,142,G,$3.00 ,,,,1949,National,
adventure comics ,143,NM ,$16.00 ,8,OW-W , ,1949,National,
adventure comics,144,FN,$9.00 ,,,,1949,National,
adventure comics,146,NM+,$20.00 ,,,,1949,National,
adventure comics,149,VG,$6.00 ,,,,1950,National,
adventure comics,152,VG,$6.00 ,,,,1950,National,
adventure comics,153,VG,$18.00 ,,,,1950,National,
adventure comics,158,VG,$6.00 ,,,,1950,National,
adventure comics,160,NM,$15.00 ,,,,1951,National,
adventure comics,165,NM,$15.00 ,,,,1951,National,
adventure comics,166,NM+,$18.00 ,,,,1951,National,
adventure comics,167,NM,$15.00 ,,,,1951,National,
adventure comics,183,NM,$15.00 ,,,,1952,National,
adventure in darkness,5,VG,$2.00 ,,,,1952,Standard,
adventure in darkness,6,FN,$2.00 ,,,,1952,Standard,
adventure in darkness,7,FN,$2.00 ,,,,1953,Standard,
adventure in darkness,9,FN,$2.00 ,,,,1953,Standard,
adventure in darkness,10,FN,$2.00 ,,,,1953,Standard,
adventure in darkness,11,VG,$2.00 ,,,,1953,Standard,
adventures in romance,1,NM,$4.00 ,,,,1949,St. John,
adventures in terror,1,NM+,$15.00 ,,,,1950,Timely,
adventures in terror,2,NM+,$15.00 ,,,,1951,Timely,
adventures in terror,3,NM+,$8.00 ,,,,1951,Timely,
adventures in terror,4,NM+,$8.00 ,8.5,OW-W ,,1951,Timely,
adventures in terror,5,NM+,$8.00 ,8.5,W ,,1951,Timely,
adventures in terror,6,G,$2.00 ,,,,1951,Timely,
adventures in terror,7,G,$7.00 ,,,,1951,Timely,
adventures in terror,8,NM,$5.00 ,,,,1952,Timely,
adventures in terror,9,FN,$4.00 ,,,,1952,Timely,
adventures in terror,11,FN,$4.00 ,,,,1952,Timely,
adventures in terror,12,FN,$4.00 ,,,,1952,Timely,
adventures in terror,13,FN,$4.00 ,,,,1952,Timely,
adventures in terror,14,NM+,$5.00 ,7.5,W ,,1952,Timely,
adventures in terror,15,NM,$4.00 ,,,,1953,Timely,
adventures in terror,16,VG,$3.00 ,,,,1963,Timely,
adventures in terror,17,FN,$4.00 ,,,,1963,Timely,
adventures in terror,19,VG,$3.00 ,,,,1963,Timely,
adventures into the unknown,1,NM,$25.00 ,,,,1948,ACG,
adventures into the unknown,3,NM,$15.00 ,,,,1949,ACG,
adventures into the unknown,4,NM,$15.00 ,,,,1949,ACG,
adventures into the unknown,5,NM,$15.00 ,,,,1949,ACG,
adventures into the unknown,6,NM,$8.00 ,,,,1949,ACG,
adventures into the unknown,7,NM+,$10.00 ,,,,1949,ACG,
adventures into the unknown,8,NM+,$10.00 ,,,,1949,ACG,
adventures into the unknown,9,NM+,$10.00 ,,,,1950,ACG,
adventures into the unknown,10,NM+,$10.00 ,,,,1950,ACG,
adventures into the unknown,11,NM,$5.00 ,,,,1950,ACG,
adventures into the unknown,12,NM+,$8.00 ,,,,1950,ACG,
adventures into the unknown,13,NM,$5.00 ,,,,1950,ACG,
adventures into the unknown,14,G,$2.00 ,,,,1950,ACG,
adventures into the unknown,15,NM+,$8.00 ,,,,1951,ACG,
adventures into the unknown,16,NM+,$8.00 ,,,,1951,ACG,
adventures into the unknown,17,NM+,$8.00 ,,,,1951,ACG,
adventures into the unknown,18,NM+,$8.00 ,,,,1951,ACG,
adventures into the unknown,19,NM,$5.00 ,,,,1951,ACG,
adventures into the unknown,20,NM+,$8.00 ,,,,1951,ACG,
adventures into the unknown,21,NM+,$8.00 ,,,,1951,ACG,
adventures into the unknown,22,NM,$5.00 ,,,,1951,ACG,
adventures into the unknown,23,NM+,$8.00 ,,,,1951,ACG,
adventures into the unknown,24,NM+,$8.00 ,,,,1951,ACG,
adventures into the unknown,25,NM,$5.00 ,,,,1951,ACG,
adventures into the unknown,26,NM+,$8.00 ,,,,1951,ACG,
adventures into the unknown,27,NM+,$35.00 ,,,,1952,ACG,
adventures into the unknown,28,NM+,$8.00 ,,,,1952,ACG,
adventures into the unknown,29,NM+,$8.00 ,,,,1952,ACG,
adventures into the unknown,30,FN,$3.00 ,,,,1952,ACG,
adventures into the unknown,31,NM+,$8.00 ,,,,1952,ACG,
adventures into the unknown,32,NM+,$8.00 ,,,,1952,ACG,
adventures into the unknown,33,FN,$3.00 ,,,,1952,ACG,
adventures into the unknown,34,FN,$2.00 ,,,,1952,ACG,
adventures into the unknown,35,FN,$2.00 ,,,,1952,ACG,
adventures into the unknown,36,FN,$2.00 ,,,,1952,ACG,
adventures into the unknown,37,VG,$2.00 ,,,,1952,ACG,
adventures into the unknown,38,FN,$2.00 ,,,,1952,ACG,
adventures into the unknown,39,VG,$2.00 ,,,,1953,ACG,
adventures into the unknown,40,VG,$2.00 ,,,,1953,ACG,
adventures into the unknown,41,FN,$2.00 ,,,,1953,ACG,
adventures into the unknown,42,VG,$2.00 ,,,,1953,ACG,
adventures into the unknown,43,NM,$2.00 ,,,,1953,ACG,
adventures into the unknown,50,FN,$2.00 ,,,,1953,ACG,
adventures into the unknown,53,VG,$3.00 ,,,,1954,ACG,
adventures into weird worlds,2,VG,$3.00 ,,,,1952,Timely,
adventures into weird worlds,3,VG,$3.00 ,,,,1952,Timely,
adventures into weird worlds,4,G,$2.00 ,,,,1952,Timely,
adventures into weird worlds,5,G,$2.00 ,,,,1952,Timely,
adventures into weird worlds,6,VG,$3.00 ,6,W,,1952,Timely,
adventures into weird worlds,7,FN,$3.00 ,7,W,,1952,Timely,
adventures into weird worlds,8,FN,$3.00 ,5.5,W,,1952,Timely,
adventures into weird worlds,9,FR,$2.00 ,,,,1952,Timely,
adventures into weird worlds,10,G,$2.00 ,,,,1952,Timely,
adventures into weird worlds,11,G,$2.00 ,,,,1952,Timely,
adventures into weird worlds,12,FN,$3.00 ,6.5,W,,1952,Timely,
adventures into weird worlds,13,FN,$4.00 ,7.5,W,,1952,Timely,
adventures into weird worlds,14,FN,$3.00 ,6.5,W,,1953,Timely,
adventures into weird worlds,15,FN,$3.00 ,6,W,,1953,Timely,
adventures into weird worlds,16,G,$3.00 ,,,,1953,Timely,
adventures into weird worlds,18,VG,$3.00 ,,,,1953,Timely,
adventures of alan ladd,1,G,$4.00 ,,,,1949,National,
adventures of alan ladd,2,VG,$5.00 ,,,,1949,National,
adventures of alan ladd,7,VG,$5.00 ,,,,1950,National,
adventures of bob hope,1,NM+,$25.00 ,,,,1950,National,
adventures of bob hope,2,NM,$10.00 ,,,,1950,National,
adventures of bob hope,3,NM,$6.00 ,,,,1950,National,
adventures of bob hope,5,VG,$2.00 ,,,,1950,National,
adventures of bob hope,6,FN,$3.00 ,,,,1950,National,
adventures of bob hope,9,VG,$2.00 ,,,,1951,National,
adventures of bob hope,14,FN,$3.00 ,,,,1952,National,
adventures of bob hope,17,FN,$3.00 ,,,,1952,National,
adventures of bob hope,18,G,$2.00 ,,,,1952,National,
adventures of bob hope,19,VG,$2.00 ,,,,1953,National,
adventures of bob hope,20,NM,$4.00 ,,,,1953,National,
adventures of dean martin & jerry lewis,3,VG,$2.00 ,,,,1952,National,
adventures of dean martin & jerry lewis,5,VG,$2.00 ,,,,1953,National,
adventures of rex the wonder dog,1,NM,$12.00 ,,,,1952,National,
adventures of rex the wonder dog,2,NM+,$8.00 ,,,,1952,National,
adventures of rex the wonder dog,3,NM+,$8.00 ,,,,1952,National,
adventures of rex the wonder dog,4,VG,$3.00 ,,,,1952,National,
adventures of rex the wonder dog,5,G,$2.00 ,,,,1952,National,
adventures of rex the wonder dog,7,G,$2.00 ,,,,1952,National,
adventures of rex the wonder dog,8,FN,$4.00 ,,,,1952,National,
adventures of rex the wonder dog,11,FN,$4.00 ,,,,1953,National,
adventures of rex the wonder dog,42,NM+,$4.00 ,,,,1958,National,
adventures of the dover boys,1,NM+,$6.00 ,,,,1950,Close-Up,
africa,1,NM,$15.00 ,,,,1955,Magazine Enterprises,
african lion (four color),665,NM,$3.00 ,,,,1942,Dell,
aggie mack,6,VG,$2.00 ,,,,1949,Superior,
aggie mack,7,FN,$2.00 ,,,,1949,Superior,
aggie mack,8,NM,$3.00 ,,,,1949,Superior,
air ace,9,NM,$11.00 ,,,,1943,Street & Smith,
air ace,10,NM+,$15.00 ,,,,1943,Street & Smith,
air ace,11,NM+,$15.00 ,,,,1943,Street & Smith,
air ace,12,NM+,$15.00 ,,,,1943,Street & Smith,
air ace vol.2 ,1,NL ,,9,OW-W , ,1944,Street & Smith,
air ace vol.2 ,1,NM,$7.00 ,,,,1944,Street & Smith,
air ace vol.2 ,12,VG,$3.00 ,,,,1944,Street & Smith,
air ace vol.2 ,2,NM+,$8.00 ,,,,1944,Street & Smith,
air ace vol.2 ,3,NM,$7.00 ,,,,1944,Street & Smith,
air ace vol.2 ,6,FN,$4.00 ,,,,1944,Street & Smith,
air ace vol.2 ,7,NM,$7.00 ,,,,1944,Street & Smith,
air ace vol.3,1,VG,$2.00 ,,,,1945,Street & Smith,
air ace vol.3,7,NM,$5.00 ,,,,1945,Street & Smith,
